Tournament,Data,Winner,Loser,AvgW,AvgL,Round,Wsets,Lsets,Year
Dubai Tennis Championships,2/23/2010,Tipsarevic J.,Seppi A.,,,1st Round,2.0,0.0,2010
Dubai Tennis Championships,2/23/2010,Davydenko N.,Serra F.,,,1st Round,2.0,1.0,2010
Dubai Tennis Championships,2/23/2010,Phau B.,Al Ghareeb M.,,,1st Round,0.0,0.0,2010
Dubai Tennis Championships,2/23/2010,Robredo T.,Benneteau J.,,,1st Round,2.0,0.0,2010
Dubai Tennis Championships,2/23/2010,Tsonga J.W.,Llodra M.,,,1st Round,1.0,0.0,2010
Dubai Tennis Championships,2/23/2010,Youzhny M.,Lacko L.,,,1st Round,2.0,1.0,2010
Dubai Tennis Championships,2/24/2010,Berrer M.,Davydenko N.,,,2nd Round,1.0,0.0,2010
Dubai Tennis Championships,2/24/2010,Melzer J.,Robredo T.,,,2nd Round,2.0,0.0,2010
Dubai Tennis Championships,2/24/2010,Cilic M.,Koubek S.,,,2nd Round,2.0,0.0,2010
Dubai Tennis Championships,2/24/2010,Djokovic N.,Troicki V.,,,2nd Round,2.0,1.0,2010
Dubai Tennis Championships,2/24/2010,Baghdatis M.,Devvarman S.,,,2nd Round,2.0,1.0,2010
Dubai Tennis Championships,2/24/2010,Youzhny M.,Phau B.,,,2nd Round,2.0,0.0,2010
Dubai Tennis Championships,2/24/2010,Tipsarevic J.,Murray A.,,,2nd Round,2.0,1.0,2010
Dubai Tennis Championships,2/24/2010,Ljubicic I.,Tsonga J.W.,,,2nd Round,2.0,0.0,2010
Dubai Tennis Championships,2/25/2010,Melzer J.,Cilic M.,,,Quarterfinals,2.0,0.0,2010
Dubai Tennis Championships,2/25/2010,Youzhny M.,Tipsarevic J.,,,Quarterfinals,2.0,0.0,2010
Dubai Tennis Championships,2/25/2010,Djokovic N.,Ljubicic I.,,,Quarterfinals,2.0,1.0,2010
Dubai Tennis Championships,2/25/2010,Baghdatis M.,Berrer M.,,,Quarterfinals,2.0,0.0,2010
Dubai Tennis Championships,2/26/2010,Youzhny M.,Melzer J.,,,Semifinals,2.0,0.0,2010
Dubai Tennis Championships,2/26/2010,Djokovic N.,Baghdatis M.,,,Semifinals,2.0,1.0,2010
Dubai Tennis Championships,2/28/2010,Djokovic N.,Youzhny M.,,,The Final,2.0,1.0,2010
BNP Paribas Open,3/11/2010,Fognini F.,Rochus O.,,,1st Round,2.0,1.0,2010
BNP Paribas Open,3/11/2010,Serra F.,Falla A.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/11/2010,Garcia-Lopez G.,Lacko L.,,,1st Round,2.0,1.0,2010
BNP Paribas Open,3/11/2010,Chardy J.,Starace P.,,,1st Round,1.0,0.0,2010
BNP Paribas Open,3/11/2010,Moya C.,Smyczek T.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/11/2010,Cuevas P.,Gil F.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/11/2010,Delgado R.,Beck A.,,,1st Round,2.0,1.0,2010
BNP Paribas Open,3/11/2010,Ancic M.,Reynolds B.,,,1st Round,2.0,1.0,2010
BNP Paribas Open,3/11/2010,Petzschner P.,Rochus C.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/11/2010,Anderson K.,Phau B.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/11/2010,Dabul B.,Mayer L.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/12/2010,Koellerer D.,Ram R.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/12/2010,Fish M.,Berrer M.,,,1st Round,2.0,1.0,2010
BNP Paribas Open,3/12/2010,Schuettler R.,Alves T.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/12/2010,Harrison R.,Dent T.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/12/2010,Gulbis E.,Chiudinelli M.,,,1st Round,2.0,1.0,2010
BNP Paribas Open,3/12/2010,Sela D.,Levine J.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/12/2010,Lu Y.H.,Hernandez O.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/12/2010,Matosevic M.,Llodra M.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/12/2010,Greul S.,Gasquet R.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/12/2010,Almagro N.,Zverev M.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/12/2010,Blake J.,Gimeno-Traver D.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/12/2010,De Bakker T.,Daniel M.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/12/2010,Nalbandian D.,Koubek S.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/12/2010,Mello R.,Zeballos H.,,,1st Round,2.0,1.0,2010
BNP Paribas Open,3/13/2010,Stakhovsky S.,Odesnik W.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/13/2010,Mathieu P.H.,Becker B.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/13/2010,Korolev E.,Mayer F.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/13/2010,Seppi A.,Ginepri R.,,,1st Round,2.0,1.0,2010
BNP Paribas Open,3/13/2010,Clement A.,Luczak P.,,,1st Round,2.0,1.0,2010
BNP Paribas Open,3/13/2010,Hanescu V.,Chela J.I.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/13/2010,Russell M.,Lorenzi P.,,,1st Round,2.0,0.0,2010
BNP Paribas Open,3/13/2010,Dabul B.,Simon G.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/13/2010,Verdasco F.,Delgado R.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/13/2010,Troicki V.,Cuevas P.,,,2nd Round,0.0,0.0,2010
BNP Paribas Open,3/13/2010,Davydenko N.,Gulbis E.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/13/2010,Ancic M.,Benneteau J.,,,2nd Round,2.0,1.0,2010
BNP Paribas Open,3/13/2010,Ljubicic I.,Harrison R.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/13/2010,Berdych T.,Serra F.,,,2nd Round,2.0,1.0,2010
BNP Paribas Open,3/14/2010,Garcia-Lopez G.,Cilic M.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/14/2010,Nadal R.,Schuettler R.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/14/2010,Ferrero J.C.,Koellerer D.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/14/2010,Monaco J.,Fognini F.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/14/2010,Isner J.,Anderson K.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/14/2010,Bellucci T.,Moya C.,,,2nd Round,,,2010
BNP Paribas Open,3/14/2010,Kohlschreiber P.,Petzschner P.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/14/2010,Querrey S.,Chardy J.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/14/2010,Djokovic N.,Fish M.,,,2nd Round,2.0,1.0,2010
BNP Paribas Open,3/14/2010,Tsonga J.W.,Matosevic M.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/14/2010,Baghdatis M.,Clement A.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/14/2010,De Bakker T.,Tipsarevic J.,,,2nd Round,0.0,0.0,2010
BNP Paribas Open,3/14/2010,Almagro N.,Karlovic I.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/14/2010,Murray A.,Seppi A.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/14/2010,Greul S.,Monfils G.,,,2nd Round,2.0,1.0,2010
BNP Paribas Open,3/14/2010,Lopez F.,Mathieu P.H.,,,2nd Round,2.0,1.0,2010
BNP Paribas Open,3/14/2010,Soderling R.,Korolev E.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/14/2010,Robredo T.,Stakhovsky S.,,,2nd Round,2.0,1.0,2010
BNP Paribas Open,3/14/2010,Melzer J.,Nalbandian D.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/15/2010,Sela D.,Stepanek R.,,,2nd Round,2.0,1.0,2010
BNP Paribas Open,3/15/2010,Russell M.,Andreev I.,,,2nd Round,2.0,1.0,2010
BNP Paribas Open,3/15/2010,Federer R.,Hanescu V.,,,2nd Round,2.0,1.0,2010
BNP Paribas Open,3/15/2010,Blake J.,Ferrer D.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/15/2010,Montanes A.,Mello R.,,,2nd Round,2.0,1.0,2010
BNP Paribas Open,3/15/2010,Roddick A.,Lu Y.H.,,,2nd Round,2.0,0.0,2010
BNP Paribas Open,3/15/2010,Troicki V.,Davydenko N.,,,3rd Round,,,2010
BNP Paribas Open,3/15/2010,Monaco J.,Ferrero J.C.,,,3rd Round,2.0,1.0,2010
BNP Paribas Open,3/15/2010,Djokovic N.,Kohlschreiber P.,,,3rd Round,2.0,1.0,2010
BNP Paribas Open,3/15/2010,Nadal R.,Ancic M.,,,3rd Round,2.0,0.0,2010
BNP Paribas Open,3/15/2010,Garcia-Lopez G.,Bellucci T.,,,3rd Round,2.0,1.0,2010
BNP Paribas Open,3/16/2010,Ljubicic I.,Dabul B.,,,3rd Round,2.0,0.0,2010
BNP Paribas Open,3/16/2010,Berdych T.,Verdasco F.,,,3rd Round,2.0,0.0,2010
BNP Paribas Open,3/16/2010,Isner J.,Querrey S.,,,3rd Round,2.0,0.0,2010
BNP Paribas Open,3/16/2010,Murray A.,Russell M.,,,3rd Round,2.0,0.0,2010
BNP Paribas Open,3/16/2010,Soderling R.,Lopez F.,,,3rd Round,2.0,0.0,2010
BNP Paribas Open,3/16/2010,Melzer J.,Greul S.,,,3rd Round,,,2010
BNP Paribas Open,3/16/2010,Tsonga J.W.,Montanes A.,,,3rd Round,2.0,1.0,2010
BNP Paribas Open,3/16/2010,Robredo T.,Sela D.,,,3rd Round,2.0,0.0,2010
BNP Paribas Open,3/16/2010,Roddick A.,De Bakker T.,,,3rd Round,2.0,0.0,2010
BNP Paribas Open,3/17/2010,Almagro N.,Blake J.,,,3rd Round,2.0,1.0,2010
BNP Paribas Open,3/17/2010,Baghdatis M.,Federer R.,,,3rd Round,2.0,1.0,2010
BNP Paribas Open,3/17/2010,Monaco J.,Garcia-Lopez G.,,,4th Round,2.0,1.0,2010
BNP Paribas Open,3/17/2010,Ljubicic I.,Djokovic N.,,,4th Round,2.0,0.0,2010
BNP Paribas Open,3/17/2010,Nadal R.,Isner J.,,,4th Round,2.0,1.0,2010
BNP Paribas Open,3/17/2010,Berdych T.,Troicki V.,,,4th Round,2.0,0.0,2010
BNP Paribas Open,3/17/2010,Soderling R.,Tsonga J.W.,,,4th Round,2.0,0.0,2010
BNP Paribas Open,3/18/2010,Robredo T.,Baghdatis M.,,,4th Round,2.0,1.0,2010
BNP Paribas Open,3/18/2010,Roddick A.,Melzer J.,,,4th Round,2.0,0.0,2010
BNP Paribas Open,3/18/2010,Murray A.,Almagro N.,,,4th Round,1.0,0.0,2010
BNP Paribas Open,3/18/2010,Ljubicic I.,Monaco J.,,,Quarterfinals,2.0,1.0,2010
BNP Paribas Open,3/19/2010,Nadal R.,Berdych T.,,,Quarterfinals,2.0,0.0,2010
BNP Paribas Open,3/19/2010,Soderling R.,Murray A.,,,Quarterfinals,2.0,0.0,2010
BNP Paribas Open,3/19/2010,Roddick A.,Robredo T.,,,Quarterfinals,2.0,0.0,2010
BNP Paribas Open,3/20/2010,Ljubicic I.,Nadal R.,,,Semifinals,2.0,1.0,2010
BNP Paribas Open,3/20/2010,Roddick A.,Soderling R.,,,Semifinals,2.0,1.0,2010
BNP Paribas Open,3/21/2010,Ljubicic I.,Roddick A.,,,The Final,2.0,0.0,2010
Sony Ericsson Open,3/24/2010,Koellerer D.,Rochus C.,,,1st Round,2.0,1.0,2010
Sony Ericsson Open,3/24/2010,Stakhovsky S.,Hajek J.,,,1st Round,2.0,1.0,2010
Sony Ericsson Open,3/24/2010,Garcia-Lopez G.,Clement A.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/24/2010,Schwank E.,Gicquel M.,,,1st Round,0.0,0.0,2010
Sony Ericsson Open,3/24/2010,Andreev I.,Malisse X.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/24/2010,Llodra M.,Harrison R.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/24/2010,Mayer F.,Chiudinelli M.,,,1st Round,2.0,1.0,2010
Sony Ericsson Open,3/24/2010,Gimeno-Traver D.,Golubev A.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/24/2010,Rochus O.,Gasquet R.,,,1st Round,2.0,1.0,2010
Sony Ericsson Open,3/24/2010,Chardy J.,Ancic M.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/24/2010,Becker B.,Greul S.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/24/2010,Dent T.,Schuettler R.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/24/2010,Marchenko I.,Mathieu P.H.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/24/2010,Nalbandian D.,Kubot L.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/24/2010,Russell M.,Istomin D.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/24/2010,Blake J.,Krajinovic F.,,,1st Round,2.0,1.0,2010
Sony Ericsson Open,3/25/2010,Luczak P.,Hernandez O.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/25/2010,Falla A.,Hanescu V.,,,1st Round,2.0,1.0,2010
Sony Ericsson Open,3/25/2010,Berrer M.,Lacko L.,,,1st Round,2.0,1.0,2010
Sony Ericsson Open,3/25/2010,Zeballos H.,Seppi A.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/25/2010,Anderson K.,Mello R.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/25/2010,Sela D.,Korolev E.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/25/2010,Lu Y.H.,Fognini F.,,,1st Round,2.0,1.0,2010
Sony Ericsson Open,3/25/2010,Chela J.I.,Lorenzi P.,,,1st Round,2.0,1.0,2010
Sony Ericsson Open,3/25/2010,Robert S.,Beck A.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/25/2010,Lapentti N.,Starace P.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/25/2010,Serra F.,Massu N.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/25/2010,De Bakker T.,Ram R.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/25/2010,Petzschner P.,Sweeting R.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/25/2010,Ilhan M.,Cuevas P.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/25/2010,Giraldo S.,Daniel M.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/26/2010,Fish M.,Mayer L.,,,1st Round,2.0,0.0,2010
Sony Ericsson Open,3/26/2010,Karlovic I.,Gimeno-Traver D.,,,2nd Round,2.0,1.0,2010
Sony Ericsson Open,3/26/2010,Almagro N.,Schwank E.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/26/2010,Ferrer D.,Llodra M.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/26/2010,Rochus O.,Djokovic N.,,,2nd Round,2.0,1.0,2010
Sony Ericsson Open,3/26/2010,Ferrero J.C.,Koellerer D.,,,2nd Round,0.0,0.0,2010
Sony Ericsson Open,3/26/2010,Kohlschreiber P.,Mayer F.,,,2nd Round,0.0,0.0,2010
Sony Ericsson Open,3/26/2010,Chardy J.,Querrey S.,,,2nd Round,2.0,1.0,2010
Sony Ericsson Open,3/26/2010,Bellucci T.,Blake J.,,,2nd Round,2.0,1.0,2010
Sony Ericsson Open,3/26/2010,Robredo T.,Marchenko I.,,,2nd Round,2.0,1.0,2010
Sony Ericsson Open,3/26/2010,Nadal R.,Dent T.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Nalbandian D.,Troicki V.,,,2nd Round,2.0,1.0,2010
Sony Ericsson Open,3/27/2010,Stakhovsky S.,Benneteau J.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Isner J.,Russell M.,,,2nd Round,2.0,1.0,2010
Sony Ericsson Open,3/27/2010,Becker B.,Ljubicic I.,,,2nd Round,0.0,1.0,2010
Sony Ericsson Open,3/27/2010,Tsonga J.W.,Garcia-Lopez G.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Roddick A.,Andreev I.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Petzschner P.,Tipsarevic J.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Verdasco F.,Sela D.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Youzhny M.,Giraldo S.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Serra F.,Montanes A.,,,2nd Round,2.0,1.0,2010
Sony Ericsson Open,3/27/2010,Wawrinka S.,Anderson K.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Baghdatis M.,Chela J.I.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Lopez F.,Berrer M.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Soderling R.,Luczak P.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Melzer J.,Falla A.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Fish M.,Murray A.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Monaco J.,Ilhan M.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Gonzalez F.,Lu Y.H.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Cilic M.,Robert S.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Zeballos H.,Simon G.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/27/2010,Berdych T.,De Bakker T.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/28/2010,Federer R.,Lapentti N.,,,2nd Round,2.0,0.0,2010
Sony Ericsson Open,3/28/2010,Almagro N.,Chardy J.,,,3rd Round,2.0,1.0,2010
Sony Ericsson Open,3/28/2010,Nadal R.,Nalbandian D.,,,3rd Round,2.0,1.0,2010
Sony Ericsson Open,3/28/2010,Bellucci T.,Rochus O.,,,3rd Round,2.0,0.0,2010
Sony Ericsson Open,3/28/2010,Ferrer D.,Karlovic I.,,,3rd Round,2.0,0.0,2010
Sony Ericsson Open,3/28/2010,Becker B.,Robredo T.,,,3rd Round,2.0,1.0,2010
Sony Ericsson Open,3/28/2010,Ferrero J.C.,Isner J.,,,3rd Round,2.0,1.0,2010
Sony Ericsson Open,3/28/2010,Roddick A.,Stakhovsky S.,,,3rd Round,2.0,0.0,2010
Sony Ericsson Open,3/29/2010,Tsonga J.W.,Kohlschreiber P.,,,3rd Round,2.0,0.0,2010
Sony Ericsson Open,3/29/2010,Fish M.,Lopez F.,,,3rd Round,2.0,0.0,2010
Sony Ericsson Open,3/29/2010,Federer R.,Serra F.,,,3rd Round,2.0,0.0,2010
Sony Ericsson Open,3/29/2010,Youzhny M.,Wawrinka S.,,,3rd Round,2.0,1.0,2010
Sony Ericsson Open,3/29/2010,Berdych T.,Zeballos H.,,,3rd Round,2.0,0.0,2010
Sony Ericsson Open,3/29/2010,Cilic M.,Baghdatis M.,,,3rd Round,2.0,0.0,2010
Sony Ericsson Open,3/29/2010,Soderling R.,Petzschner P.,,,3rd Round,2.0,0.0,2010
Sony Ericsson Open,3/29/2010,Verdasco F.,Melzer J.,,,3rd Round,2.0,1.0,2010
Sony Ericsson Open,3/29/2010,Gonzalez F.,Monaco J.,,,3rd Round,2.0,1.0,2010
Sony Ericsson Open,3/30/2010,Tsonga J.W.,Ferrero J.C.,,,4th Round,2.0,0.0,2010
Sony Ericsson Open,3/30/2010,Almagro N.,Bellucci T.,,,4th Round,2.0,1.0,2010
Sony Ericsson Open,3/30/2010,Youzhny M.,Fish M.,,,4th Round,1.0,0.0,2010
Sony Ericsson Open,3/30/2010,Roddick A.,Becker B.,,,4th Round,2.0,0.0,2010
Sony Ericsson Open,3/30/2010,Soderling R.,Gonzalez F.,,,4th Round,2.0,1.0,2010
Sony Ericsson Open,3/30/2010,Nadal R.,Ferrer D.,,,4th Round,2.0,0.0,2010
Sony Ericsson Open,3/30/2010,Verdasco F.,Cilic M.,,,4th Round,2.0,0.0,2010
Sony Ericsson Open,3/31/2010,Berdych T.,Federer R.,,,4th Round,2.0,1.0,2010
Sony Ericsson Open,3/31/2010,Roddick A.,Almagro N.,,,Quarterfinals,2.0,0.0,2010
Sony Ericsson Open,4/1/2010,Nadal R.,Tsonga J.W.,,,Quarterfinals,2.0,0.0,2010
Sony Ericsson Open,4/1/2010,Berdych T.,Verdasco F.,,,Quarterfinals,2.0,1.0,2010
Sony Ericsson Open,4/1/2010,Soderling R.,Youzhny M.,,,Quarterfinals,2.0,0.0,2010
Sony Ericsson Open,4/2/2010,Roddick A.,Nadal R.,,,Semifinals,2.0,1.0,2010
Sony Ericsson Open,4/2/2010,Berdych T.,Soderling R.,,,Semifinals,2.0,0.0,2010
Sony Ericsson Open,4/4/2010,Roddick A.,Berdych T.,,,The Final,2.0,0.0,2010
Grand Prix Hassan II,4/5/2010,Starace P.,Luczak P.,,,1st Round,2.0,0.0,2010
Grand Prix Hassan II,4/5/2010,Hernandez O.,Mathieu P.H.,,,1st Round,2.0,0.0,2010
Grand Prix Hassan II,4/5/2010,Granollers M.,Haase R.,,,1st Round,2.0,0.0,2010
Grand Prix Hassan II,4/6/2010,Nieminen J.,Ziadi M.,,,1st Round,2.0,0.0,2010
Grand Prix Hassan II,4/6/2010,Serra F.,Ventura S.,,,1st Round,2.0,0.0,2010
Grand Prix Hassan II,4/6/2010,El Amrani R.,Gabashvili T.,,,1st Round,2.0,1.0,2010
Grand Prix Hassan II,4/6/2010,Hajek J.,Greul S.,,,1st Round,2.0,0.0,2010
Grand Prix Hassan II,4/6/2010,Robert S.,Koubek S.,,,1st Round,2.0,1.0,2010
Grand Prix Hassan II,4/6/2010,Golubev A.,Koellerer D.,,,1st Round,2.0,0.0,2010
Grand Prix Hassan II,4/6/2010,Clement A.,Navarro-Pastor I.,,,1st Round,2.0,0.0,2010
Grand Prix Hassan II,4/6/2010,Gasquet R.,Rochus O.,,,1st Round,2.0,0.0,2010
Grand Prix Hassan II,4/6/2010,Klizan M.,Dolgopolov O.,,,1st Round,2.0,1.0,2010
Grand Prix Hassan II,4/7/2010,Starace P.,Hernandez O.,,,2nd Round,2.0,0.0,2010
Grand Prix Hassan II,4/7/2010,Garcia-Lopez G.,Granollers M.,,,2nd Round,2.0,0.0,2010
Grand Prix Hassan II,4/7/2010,Serra F.,Robert S.,,,2nd Round,2.0,1.0,2010
Grand Prix Hassan II,4/7/2010,Kubot L.,Clement A.,,,2nd Round,2.0,0.0,2010
Grand Prix Hassan II,4/8/2010,Hanescu V.,Nieminen J.,,,2nd Round,2.0,1.0,2010
Grand Prix Hassan II,4/8/2010,Wawrinka S.,Klizan M.,,,2nd Round,2.0,1.0,2010
Grand Prix Hassan II,4/8/2010,El Amrani R.,Hajek J.,,,2nd Round,2.0,1.0,2010
Grand Prix Hassan II,4/8/2010,Gasquet R.,Golubev A.,,,2nd Round,2.0,0.0,2010
Grand Prix Hassan II,4/9/2010,Starace P.,Kubot L.,,,Quarterfinals,2.0,0.0,2010
Grand Prix Hassan II,4/9/2010,Wawrinka S.,El Amrani R.,,,Quarterfinals,2.0,0.0,2010
Grand Prix Hassan II,4/9/2010,Serra F.,Garcia-Lopez G.,,,Quarterfinals,2.0,0.0,2010
Grand Prix Hassan II,4/9/2010,Hanescu V.,Gasquet R.,,,Quarterfinals,2.0,1.0,2010
Grand Prix Hassan II,4/10/2010,Wawrinka S.,Starace P.,,,Semifinals,2.0,1.0,2010
Grand Prix Hassan II,4/10/2010,Hanescu V.,Serra F.,,,Semifinals,2.0,0.0,2010
Grand Prix Hassan II,4/11/2010,Wawrinka S.,Hanescu V.,,,The Final,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/5/2010,Kavcic B.,Istomin D.,,,1st Round,2.0,1.0,2010
U.S. Men's Clay Court Championships,4/5/2010,Odesnik W.,Janowicz J.,,,1st Round,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/6/2010,Sela D.,Levine J.,,,1st Round,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/6/2010,Schwank E.,Daniel M.,,,1st Round,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/6/2010,Massu N.,Zverev M.,,,1st Round,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/6/2010,Chela J.I.,Ram R.,,,1st Round,1.0,0.0,2010
U.S. Men's Clay Court Championships,4/6/2010,Sweeting R.,Korolev E.,,,1st Round,2.0,1.0,2010
U.S. Men's Clay Court Championships,4/6/2010,Zeballos H.,Dent T.,,,1st Round,1.0,0.0,2010
U.S. Men's Clay Court Championships,4/6/2010,Anderson K.,Young D.,,,1st Round,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/6/2010,Kukushkin M.,Yani M.,,,1st Round,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/6/2010,Malisse X.,Lindahl N.,,,1st Round,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/7/2010,Devvarman S.,Niland C.,,,1st Round,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/7/2010,Chela J.I.,Schwank E.,,,2nd Round,2.0,1.0,2010
U.S. Men's Clay Court Championships,4/7/2010,Massu N.,Sweeting R.,,,2nd Round,2.0,1.0,2010
U.S. Men's Clay Court Championships,4/8/2010,Zeballos H.,Sela D.,,,2nd Round,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/8/2010,Odesnik W.,Kukushkin M.,,,2nd Round,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/8/2010,Hewitt L.,Devvarman S.,,,2nd Round,2.0,1.0,2010
U.S. Men's Clay Court Championships,4/8/2010,Querrey S.,Kavcic B.,,,2nd Round,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/8/2010,Malisse X.,Isner J.,,,2nd Round,2.0,1.0,2010
U.S. Men's Clay Court Championships,4/9/2010,Gonzalez F.,Anderson K.,,,2nd Round,2.0,1.0,2010
U.S. Men's Clay Court Championships,4/9/2010,Querrey S.,Massu N.,,,Quarterfinals,2.0,1.0,2010
U.S. Men's Clay Court Championships,4/9/2010,Chela J.I.,Hewitt L.,,,Quarterfinals,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/9/2010,Odesnik W.,Malisse X.,,,Quarterfinals,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/10/2010,Zeballos H.,Gonzalez F.,,,Quarterfinals,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/10/2010,Querrey S.,Odesnik W.,,,Semifinals,2.0,1.0,2010
U.S. Men's Clay Court Championships,4/10/2010,Chela J.I.,Zeballos H.,,,Semifinals,2.0,0.0,2010
U.S. Men's Clay Court Championships,4/10/2010,Chela J.I.,Querrey S.,,,The Final,2.0,1.0,2010
Monte Carlo Masters,4/11/2010,Andreev I.,Bolelli S.,,,1st Round,2.0,0.0,2010
Monte Carlo Masters,4/11/2010,Seppi A.,Rochus O.,,,1st Round,1.0,0.0,2010
Monte Carlo Masters,4/11/2010,Berrer M.,Korolev E.,,,1st Round,2.0,0.0,2010
