Player1,Player2
Fognini F.,Molleker R.
Basilashvili N.,Chardy J.
Rublev A.,Thiem D.
Zverev A.,Krajinovic F.
Carreno Busta P.,Fognini F.
Basilashvili N.,Zverev A.
Rublev A.,Carreno Busta P.
Basilashvili N.,Rublev A.
Sonego L.,Delbonis F.
Carballes Baena R.,Dellien H.
Bachinger M.,Klizan M.
Novak D.,Rodionov J.
Chardy J.,Cecchinato M.
Munar J.,Fabbiano T.
Andujar P.,Mayer L.
Kovalik J.,Garcia-Lopez G.
Kohlschreiber P.,Gasquet R.
Ruud C.,Carreno Busta P.
Ofner S.,Miedler L.
Ramos-Vinolas A.,Fucsovics M.
Chardy J.,Lajovic D.
Ruud C.,Bachinger M.
Ramos-Vinolas A.,Munar J.
Cuevas P.,Novak D.
Sonego L.,Carballes Baena R.
Verdasco F.,Kovalik J.
Andujar P.,Kohlschreiber P.
Thiem D.,Ofner S.
Ramos-Vinolas A.,Chardy J.
Ruud C.,Cuevas P.
Sonego L.,Verdasco F.
Thiem D.,Andujar P.
Ramos-Vinolas A.,Ruud C.
Thiem D.,Sonego L.
Thiem D.,Ramos-Vinolas A.
Gunneswaran P.,Millman J.
Kokkinakis T.,Janvier M.
Kukushkin M.,Dzumhur D.
Gulbis E.,Jung J.
Granollers M.,Gomez L.
Daniel T.,Sandgren T.
Londero J.I.,Garin C.
Albot R.,Tipsarevic J.
Kwon S.W.,Stebe C.M.
Dimitrov G.,Johnson S.
Norrie C.,Barrere G.
Fritz T.,Koepfer D.
Albot R.,Daniel T.
Schwartzman D.,Gulbis E.
Kukushkin M.,Norrie C.
Kwon S.W.,Londero J.I.
Pella G.,Dimitrov G.
Fritz T.,Gunneswaran P.
Kokkinakis T.,Pouille L.
Fognini F.,Granollers M.
Schwartzman D.,Kukushkin M.
Pella G.,Kwon S.W.
Albot R.,Kokkinakis T.
Fritz T.,Fognini F.
Schwartzman D.,Pella G.
Fritz T.,Albot R.
Schwartzman D.,Fritz T.
Fratangelo B.,Karlovic I.
Paul T.,Kudla D.
Harris L.,Berankis R.
Copil M.,Torpegaard M.
Tsonga J.W.,Schnur B.
Mannarino A.,Ivashka I.
Bublik A.,Klahn B.
Smyczek T.,Ebden M.
Hurkacz H.,Young D.
Polmans M.,Jaziri M.
Nishioka Y.,Evans D.
Kecmanovic M.,Popyrin A.
Opelka R.,Eubanks C.
Thompson J.,Sock J.
Gojowczyk P.,Rublev A.
Kyrgios N.,Kwiatkowski T.S.
Tiafoe F.,Bublik A.
Edmund K.,Harris L.
Medvedev D.,Fratangelo B.
Tsonga J.W.,Khachanov K.
Cilic M.,Copil M.
Gombos N.,Mannarino A.
Kecmanovic M.,Herbert P.H.
Isner J.,Hurkacz H.
Auger-Aliassime F.,Opelka R.
Paire B.,Polmans M.
Raonic M.,Smyczek T.
Gojowczyk P.,De Minaur A.
Kyrgios N.,Simon G.
Tsitsipas S.,Paul T.
Nishioka Y.,Goffin D.
Thompson J.,Struff J.L.
Edmund K.,Tsonga J.W.
Cilic M.,Auger-Aliassime F.
Gojowczyk P.,Raonic M.
Gombos N.,Kecmanovic M.
Medvedev D.,Tiafoe F.
Tsitsipas S.,Thompson J.
Paire B.,Isner J.
Kyrgios N.,Nishioka Y.
Gojowczyk P.,Edmund K.
Medvedev D.,Cilic M.
Tsitsipas S.,Paire B.
Kyrgios N.,Gombos N.
Kyrgios N.,Tsitsipas S.
Medvedev D.,Gojowczyk P.
Kyrgios N.,Medvedev D.
Garin C.,Djere L.
Norrie C.,Fucsovics M.
Raonic M.,Pouille L.
Struff J.L.,Tsonga J.W.
Paul T.,Schnur B.
Basilashvili N.,Lajovic D.
Wawrinka S.,Dimitrov G.
Mannarino A.,Kukushkin M.
Bautista Agut R.,Tomic B.
Ivashka I.,Kwon S.W.
Gasquet R.,Paire B.
Shapovalov D.,Herbert P.H.
Monfils G.,Polansky P.
Cilic M.,Klahn B.
Evans D.,De Minaur A.
Isner J.,Thompson J.
Albot R.,Simon G.
Schwartzman D.,Cecchinato M.
Auger-Aliassime F.,Pospisil V.
Millman J.,Lopez F.
Pella G.,Goffin D.
Coric B.,Gojowczyk P.
Hurkacz H.,Fritz T.
Edmund K.,Kyrgios N.
Basilashvili N.,Struff J.L.
Zverev A.,Norrie C.
Pella G.,Albot R.
Cilic M.,Millman J.
Gasquet R.,Nishikori K.
Nadal R.,Evans D.
Bautista Agut R.,Schwartzman D.
Thiem D.,Shapovalov D.
Garin C.,Isner J.
Medvedev D.,Edmund K.
Hurkacz H.,Tsitsipas S.
Monfils G.,Ivashka I.
Khachanov K.,Wawrinka S.
Auger-Aliassime F.,Raonic M.
Mannarino A.,Coric B.
Fognini F.,Paul T.
Thiem D.,Cilic M.
Medvedev D.,Garin C.
Zverev A.,Basilashvili N.
Khachanov K.,Auger-Aliassime F.
Fognini F.,Mannarino A.
Nadal R.,Pella G.
Bautista Agut R.,Gasquet R.
Monfils G.,Hurkacz H.
Medvedev D.,Thiem D.
Khachanov K.,Zverev A.
Nadal R.,Fognini F.
Monfils G.,Bautista Agut R.
Medvedev D.,Khachanov K.
Nadal R.,Monfils G.
Nadal R.,Medvedev D.
De Minaur A.,Cecchinato M.
Isner J.,Lajovic D.
Albot R.,Cilic M.
Mannarino A.,Garin C.
Pouille L.,Kudla D.
Nishioka Y.,Thompson J.
Kecmanovic M.,Auger-Aliassime F.
Querrey S.,Herbert P.H.
Pella G.,Ruud C.
Londero J.I.,Berrettini M.
Gasquet R.,Murray A.
Struff J.L.,Karlovic I.
Carreno Busta P.,Simon G.
Kyrgios N.,Sonego L.
Wawrinka S.,Dimitrov G.
Goffin D.,Fritz T.
Rublev A.,Basilashvili N.
Paire B.,Verdasco F.
Tiafoe F.,Monfils G.
Schwartzman D.,Djere L.
Shapovalov D.,Sousa J.
Medvedev D.,Edmund K.
Bautista Agut R.,Hurkacz H.
Opelka R.,Coric B.
Djokovic N.,Querrey S.
Federer R.,Londero J.I.
Carreno Busta P.,Isner J.
De Minaur A.,Opelka R.
Gasquet R.,Delbonis F.
Nishioka Y.,Nishikori K.
Medvedev D.,Paire B.
Struff J.L.,Tsitsipas S.
Schwartzman D.,Albot R.
Rublev A.,Wawrinka S.
Goffin D.,Pella G.
Kecmanovic M.,Zverev A.
Mannarino A.,Kukushkin M.
Pouille L.,Shapovalov D.
Bautista Agut R.,Tiafoe F.
Khachanov K.,Kyrgios N.
Nishioka Y.,De Minaur A.
Gasquet R.,Schwartzman D.
Goffin D.,Mannarino A.
Medvedev D.,Struff J.L.
Bautista Agut R.,Kecmanovic M.
Rublev A.,Federer R.
Pouille L.,Khachanov K.
Djokovic N.,Carreno Busta P.
Gasquet R.,Bautista Agut R.
Goffin D.,Nishioka Y.
Medvedev D.,Rublev A.
Djokovic N.,Pouille L.
Goffin D.,Gasquet R.
Medvedev D.,Djokovic N.
Medvedev D.,Goffin D.
Haase R.,Kudla D.
Gunneswaran P.,Stebe C.M.
Harris L.,Munar J.
Berdych T.,Seppi A.
Copil M.,Klizan M.
Andujar P.,Jarry N.
Cecchinato M.,Bublik A.
Lee D.H.,Laaksonen H.
Popyrin A.,Monteiro J.
Fratangelo B.,Weintraub A.
Sandgren T.,Murray A.
Carballes Baena R.,Giron M.
Chardy J.,Sarmiento R.
Johnson S.,Moutet C.
Rublev A.,Fabbiano T.
Dzumhur D.,Hoang A.
Millman J.,Cecchinato M.
Haase R.,Sousa J.
Paire B.,Gunneswaran P.
Carreno Busta P.,Copil M.
Hurkacz H.,Lee D.H.
Ruud C.,Harris L.
Krajinovic F.,Berdych T.
Lopez F.,Andujar P.
Humbert U.,Fratangelo B.
Johnson S.,Evans D.
Kecmanovic M.,Popyrin A.
Querrey S.,Carballes Baena R.
Sonego L.,Dzumhur D.
Shapovalov D.,Sandgren T.
Rublev A.,Ramos-Vinolas A.
Tiafoe F.,Chardy J.
Millman J.,Haase R.
Paire B.,Humbert U.
Johnson S.,Ruud C.
Carreno Busta P.,Sonego L.
Shapovalov D.,Kecmanovic M.
Hurkacz H.,Lopez F.
Tiafoe F.,Krajinovic F.
Rublev A.,Querrey S.
Paire B.,Carreno Busta P.
Johnson S.,Millman J.
Shapovalov D.,Rublev A.
Hurkacz H.,Tiafoe F.
Paire B.,Johnson S.
Hurkacz H.,Shapovalov D.
Hurkacz H.,Paire B.
Lajovic D.,Darcis S.
Garin C.,Eubanks C.
Kudla D.,Tipsarevic J.
Klahn B.,Monteiro T.
Brooksby J.,Berdych T.
Basilashvili N.,Fucsovics M.
Nishikori K.,Trungelliti M.
De Minaur A.,Herbert P.H.
Evans D.,Mannarino A.
Medvedev D.,Gunneswaran P.
Opelka R.,Fognini F.
Dellien H.,Kwon S.W.
Lorenzi P.,Svajda Z.
Djokovic N.,Carballes Baena R.
Kecmanovic M.,Djere L.
Dimitrov G.,Seppi A.
Londero J.I.,Querrey S.
Goffin D.,Moutet C.
Barrere G.,Norrie C.
Koepfer D.,Munar J.
Pouille L.,Kohlschreiber P.
Dzumhur D.,Benchetrit E.
Coric B.,Donskoy E.
Chardy J.,Hurkacz H.
Cuevas P.,Sock J.
Carreno Busta P.,Pella G.
Lopez F.,Fritz T.
Nishioka Y.,Giron M.
Majchrzak K.,Jarry N.
Wawrinka S.,Sinner J.
Berankis R.,Vesely J.
Federer R.,Nagal S.
Popyrin A.,Delbonis F.
Berrettini M.,Gasquet R.
Simon G.,Fratangelo B.
Kukushkin M.,Bautista Agut R.
Sonego L.,Granollers M.
Rublev A.,Tsitsipas S.
Bublik A.,Giraldo S.
Cilic M.,Klizan M.
Verdasco F.,Kamke T.
Thompson J.,Sousa J.
Andujar P.,Edmund K.
Isner J.,Garcia-Lopez G.
Zverev A.,Albot R.
Stebe C.M.,Krajinovic F.
Struff J.L.,Ruud C.
Sandgren T.,Tsonga J.W.
Fabbiano T.,Thiem D.
Chung H.,Escobedo E.
Copil M.,Humbert U.
Pospisil V.,Khachanov K.
Kokkinakis T.,Ivashka I.
Schwartzman D.,Haase R.
Bedene A.,Kovalik J.
Paire B.,Schnur B.
Gerasimov E.,Harris L.
Tiafoe F.,Karlovic I.
Hoang A.,Mayer L.
Shapovalov D.,Auger-Aliassime F.
Laaksonen H.,Cecchinato M.
Monfils G.,Ramos-Vinolas A.
Nadal R.,Millman J.
Kyrgios N.,Johnson S.
Dimitrov G.,Coric B.
Nishikori K.,Klahn B.
Federer R.,Dzumhur D.
Djokovic N.,Londero J.I.
Koepfer D.,Opelka R.
Goffin D.,Barrere G.
De Minaur A.,Garin C.
Majchrzak K.,Cuevas P.
Evans D.,Pouille L.
Kudla D.,Lajovic D.
Zverev A.,Tiafoe F.
Lorenzi P.,Kecmanovic M.
Bedene A.,Paire B.
Carreno Busta P.,Berankis R.
Wawrinka S.,Chardy J.
Medvedev D.,Dellien H.
Berrettini M.,Thompson J.
Lopez F.,Nishioka Y.
Basilashvili N.,Brooksby J.
Isner J.,Struff J.L.
Popyrin A.,Kukushkin M.
Bublik A.,Fabbiano T.
Andujar P.,Sonego L.
Shapovalov D.,Laaksonen H.
Rublev A.,Simon G.
Schwartzman D.,Gerasimov E.
Kyrgios N.,Hoang A.
Sandgren T.,Pospisil V.
Monfils G.,Copil M.
Chung H.,Verdasco F.
Nadal R.,Kokkinakis T.
Cilic M.,Stebe C.M.
De Minaur A.,Nishikori K.
Federer R.,Evans D.
Goffin D.,Carreno Busta P.
Wawrinka S.,Lorenzi P.
Dimitrov G.,Majchrzak K.
Koepfer D.,Basilashvili N.
Medvedev D.,Lopez F.
Djokovic N.,Kudla D.
Andujar P.,Bublik A.
Nadal R.,Chung H.
Zverev A.,Bedene A.
Cilic M.,Isner J.
Berrettini M.,Popyrin A.
Schwartzman D.,Sandgren T.
Monfils G.,Shapovalov D.
Rublev A.,Kyrgios N.
Federer R.,Goffin D.
Dimitrov G.,De Minaur A.
Medvedev D.,Koepfer D.
Wawrinka S.,Djokovic N.
Schwartzman D.,Zverev A.
Berrettini M.,Rublev A.
Monfils G.,Andujar P.
Nadal R.,Cilic M.
Medvedev D.,Wawrinka S.
Dimitrov G.,Federer R.
Berrettini M.,Monfils G.
Nadal R.,Schwartzman D.
Medvedev D.,Dimitrov G.
Nadal R.,Berrettini M.
Nadal R.,Medvedev D.
Hoang A.,Stebe C.M.
Verdasco F.,Darcis S.
Krajinovic F.,Gojowczyk P.
Barrere G.,Hurkacz H.
Herbert P.H.,Struff J.L.
Gasquet R.,Granollers M.
Sonego L.,Otte O.
Tsonga J.W.,Andujar P.
Carreno Busta P.,Lenz J.
Bedene A.,Roumane R.
Simon G.,Copil M.
Maden Y.,Humbert U.
Barrere G.,Hoang A.
Paire B.,Gasquet R.
Krajinovic F.,Verdasco F.
Bedene A.,Simon G.
Carreno Busta P.,Goffin D.
Pouille L.,Sonego L.
Tsonga J.W.,Herbert P.H.
Basilashvili N.,Maden Y.
Bedene A.,Carreno Busta P.
Paire B.,Barrere G.
Pouille L.,Krajinovic F.
Tsonga J.W.,Basilashvili N.
Bedene A.,Paire B.
Tsonga J.W.,Pouille L.
Tsonga J.W.,Bedene A.
Mannarino A.,Travaglia S.
Kukushkin M.,Sinner J.
Dzumhur D.,Tipsarevic J.
Carballes Baena R.,Klizan M.
Gerasimov E.,Rosol L.
Donskoy E.,Viola M.
Berankis R.,Sela D.
Rublev A.,Ivashka I.
Sousa J.,Kovalik J.
Fucsovics M.,Vatutin A.
Caruso S.,Fabbiano T.
Ruud C.,Bublik A.
Kukushkin M.,Dzumhur D.
Gerasimov E.,Mannarino A.
Coric B.,Fucsovics M.
Ruud C.,Caruso S.
Berrettini M.,Carballes Baena R.
Sousa J.,Khachanov K.
Medvedev D.,Donskoy E.
Rublev A.,Berankis R.
Coric B.,Ruud C.
Sousa J.,Kukushkin M.
Gerasimov E.,Berrettini M.
Medvedev D.,Rublev A.
Coric B.,Sousa J.
Medvedev D.,Gerasimov E.
Medvedev D.,Coric B.
Garin C.,Edmund K.
Klahn B.,Jung J.
Evans D.,Bai Y.
Carreno Busta P.,Albot R.
Lajovic D.,Londero J.I.
Verdasco F.,Popyrin A.
Harris L.,Fucsovics M.
Gerasimov E.,Li Z.
Sousa J.,Chung H.
Thompson J.,Pospisil V.
Bublik A.,Fritz T.
Shapovalov D.,Berankis R.
Dimitrov G.,Evans D.
Carreno Busta P.,Paire B.
Garin C.,Verdasco F.
Shapovalov D.,Klahn B.
Sousa J.,Auger-Aliassime F.
Bublik A.,Thompson J.
Harris L.,Lajovic D.
Gerasimov E.,Isner J.
Bublik A.,Dimitrov G.
Harris L.,Sousa J.
Shapovalov D.,Gerasimov E.
Carreno Busta P.,Garin C.
Bublik A.,Harris L.
Carreno Busta P.,Shapovalov D.
Carreno Busta P.,Bublik A.
Norrie C.,Gojowczyk P.
Ramos-Vinolas A.,Nishioka Y.
Wu D.,Ito T.
Mannarino A.,Zhang Ze.
Andujar P.,Johnson S.
Kecmanovic M.,Ruud C.
Zhang Zh.,Koepfer D.
Dzumhur D.,Cecchinato M.
De Minaur A.,Millman J.
Murray A.,Sandgren T.
Kwon S.W.,Pouille L.
Seppi A.,Kyrgios N.
Ramos-Vinolas A.,Kecmanovic M.
Monfils G.,Norrie C.
Seppi A.,Zhang Zh.
Dzumhur D.,Kwon S.W.
Bautista Agut R.,Andujar P.
Mannarino A.,Tsitsipas S.
Coric B.,Wu D.
De Minaur A.,Murray A.
Ramos-Vinolas A.,Monfils G.
Mannarino A.,Dzumhur D.
Bautista Agut R.,Seppi A.
De Minaur A.,Coric B.
Mannarino A.,Ramos-Vinolas A.
De Minaur A.,Bautista Agut R.
De Minaur A.,Mannarino A.
Rublev A.,Dimitrov G.
Khachanov K.,Cuevas P.
Chardy J.,Cecchinato M.
Zhang Zh.,Edmund K.
Evans D.,Li Z.
Zverev A.,Tiafoe F.
Norrie C.,Garin C.
Auger-Aliassime F.,Ramos-Vinolas A.
Isner J.,Monfils G.
Murray A.,Berrettini M.
Fognini F.,Kukushkin M.
Basilashvili N.,Pella G.
Thiem D.,Gasquet R.
Tsitsipas S.,Lajovic D.
Querrey S.,Bautista Agut R.
Schwartzman D.,Verdasco F.
Murray A.,Norrie C.
Khachanov K.,Chardy J.
Fognini F.,Rublev A.
Thiem D.,Zhang Zh.
Isner J.,Evans D.
Tsitsipas S.,Basilashvili N.
Querrey S.,Schwartzman D.
Zverev A.,Auger-Aliassime F.
Khachanov K.,Fognini F.
Thiem D.,Murray A.
Tsitsipas S.,Isner J.
Zverev A.,Querrey S.
Thiem D.,Khachanov K.
Tsitsipas S.,Zverev A.
Thiem D.,Tsitsipas S.
Soeda G.,Struff J.L.
Pouille L.,Hurkacz H.
Cilic M.,Sugita Y.
Nishioka Y.,Sousa J.
Chung H.,Sonego L.
Uchiyama Y.,Paire B.
Opelka R.,Fritz T.
Daniel T.,Coric B.
Simon G.,Andujar P.
Albot R.,Krajinovic F.
Djokovic N.,Popyrin A.
Thompson J.,Londero J.I.
Shapovalov D.,Kecmanovic M.
Goffin D.,Carreno Busta P.
Millman J.,Mannarino A.
Harris L.,De Minaur A.
Uchiyama Y.,Albot R.
Djokovic N.,Soeda G.
Opelka R.,Simon G.
Pouille L.,Nishioka Y.
Daniel T.,Thompson J.
Millman J.,Harris L.
Goffin D.,Shapovalov D.
Chung H.,Cilic M.
Opelka R.,Uchiyama Y.
Millman J.,Daniel T.
Djokovic N.,Pouille L.
Goffin D.,Chung H.
Millman J.,Opelka R.
Djokovic N.,Goffin D.
Djokovic N.,Millman J.
Basilashvili N.,Albot R.
Sousa J.,Krajinovic F.
Fritz T.,Verdasco F.
Hurkacz H.,Zhang Zh.
Norrie C.,Simon G.
Ramos-Vinolas A.,Cilic M.
Shapovalov D.,Tiafoe F.
Fognini F.,Querrey S.
Pospisil V.,Schwartzman D.
Paire B.,Cecchinato M.
Garin C.,Cuevas P.
Chardy J.,Edmund K.
Monfils G.,Sonego L.
Murray A.,Londero J.I.
Kukushkin M.,Kecmanovic M.
Carreno Busta P.,Zhang Ze.
Pouille L.,Li Z.
Opelka R.,Lajovic D.
Rublev A.,Coric B.
Isner J.,De Minaur A.
Millman J.,Pella G.
Berrettini M.,Struff J.L.
Auger-Aliassime F.,Bublik A.
Goffin D.,Gasquet R.
Basilashvili N.,Paire B.
Hurkacz H.,Monfils G.
Federer R.,Ramos-Vinolas A.
Pospisil V.,Sousa J.
Fognini F.,Murray A.
Medvedev D.,Norrie C.
Tsitsipas S.,Auger-Aliassime F.
Berrettini M.,Garin C.
Isner J.,Pouille L.
Bautista Agut R.,Opelka R.
Khachanov K.,Fritz T.
Zverev A.,Chardy J.
Rublev A.,Millman J.
Goffin D.,Kukushkin M.
Djokovic N.,Shapovalov D.
Thiem D.,Carreno Busta P.
Fognini F.,Khachanov K.
Medvedev D.,Pospisil V.
Berrettini M.,Bautista Agut R.
Djokovic N.,Isner J.
Tsitsipas S.,Hurkacz H.
Federer R.,Goffin D.
Thiem D.,Basilashvili N.
Zverev A.,Rublev A.
Medvedev D.,Fognini F.
Tsitsipas S.,Djokovic N.
Zverev A.,Federer R.
Berrettini M.,Thiem D.
Medvedev D.,Tsitsipas S.
Zverev A.,Berrettini M.
Medvedev D.,Zverev A.
Pella G.,Gojowczyk P.
Tsonga J.W.,Sonego L.
Struff J.L.,Barrere G.
Lopez F.,Norrie C.
Copil M.,Delbonis F.
Kwon S.W.,Gasquet R.
Sinner J.,Majchrzak K.
Simon G.,Darcis S.
Murray A.,Coppejans K.
Humbert U.,Kovalik J.
Tiafoe F.,Maden Y.
Cuevas P.,Dellien H.
Pella G.,Kwon S.W.
Simon G.,Tsonga J.W.
Wawrinka S.,Lopez F.
Tiafoe F.,Struff J.L.
Copil M.,Schwartzman D.
Sinner J.,Monfils G.
Murray A.,Cuevas P.
Humbert U.,Goffin D.
Sinner J.,Tiafoe F.
Wawrinka S.,Simon G.
Murray A.,Copil M.
Humbert U.,Pella G.
Wawrinka S.,Sinner J.
Murray A.,Humbert U.
Murray A.,Wawrinka S.
Seppi A.,Garin C.
Rosol L.,Londero J.I.
Mannarino A.,Dzumhur D.
Carballes Baena R.,Berankis R.
Kecmanovic M.,Dubrivnyy A.
Kukushkin M.,Donskoy E.
Kohlschreiber P.,Herbert P.H.
Chardy J.,Jarry N.
Karlovic I.,Bedene A.
Rublev A.,Bublik A.
Gerasimov E.,Fabbiano T.
Avidzba A.,Kachmazov A.
Seppi A.,Carballes Baena R.
Mannarino A.,Kukushkin M.
Lajovic D.,Rosol L.
Khachanov K.,Kohlschreiber P.
Milojevic N.,Avidzba A.
Rublev A.,Gerasimov E.
Chardy J.,Kecmanovic M.
Cilic M.,Karlovic I.
Mannarino A.,Lajovic D.
Seppi A.,Khachanov K.
Cilic M.,Chardy J.
Rublev A.,Milojevic N.
Mannarino A.,Seppi A.
Rublev A.,Cilic M.
Rublev A.,Mannarino A.
Travaglia S.,Opelka R.
Evans D.,Tomic B.
Tipsarevic J.,Moutet C.
Nishioka Y.,Albot R.
Carreno Busta P.,Millman J.
Mager G.,Andujar P.
Querrey S.,Novak D.
Stebe C.M.,Schnur B.
Sugita Y.,Ymer E.
Popyrin A.,Otte O.
Krajinovic F.,Ruud C.
Ymer M.,Sousa J.
Nishioka Y.,Fritz T.
Querrey S.,Dimitrov G.
Krajinovic F.,Evans D.
Carreno Busta P.,Mager G.
Sugita Y.,Travaglia S.
Tipsarevic J.,Fognini F.
Shapovalov D.,Popyrin A.
Stebe C.M.,Ymer M.
Krajinovic F.,Nishioka Y.
Carreno Busta P.,Querrey S.
Shapovalov D.,Stebe C.M.
Sugita Y.,Tipsarevic J.
Krajinovic F.,Carreno Busta P.
Shapovalov D.,Sugita Y.
Shapovalov D.,Krajinovic F.
Struff J.L.,Kecmanovic M.
Federer R.,Gojowczyk P.
De Minaur A.,Dellien H.
Laaksonen H.,Paire B.
Albot R.,Lajovic D.
Opelka R.,Garin C.
Fognini F.,Popyrin A.
Fritz T.,Zverev A.
Gasquet R.,Londero J.I.
Tsitsipas S.,Ramos-Vinolas A.
Bautista Agut R.,Copil M.
Berankis R.,Andujar P.
Krajinovic F.,Djere L.
Goffin D.,Cilic M.
Wawrinka S.,Cuevas P.
Tiafoe F.,Evans D.
Federer R.,Albot R.
De Minaur A.,Fritz T.
Struff J.L.,Laaksonen H.
Opelka R.,Goffin D.
Bautista Agut R.,Gasquet R.
Tsitsipas S.,Berankis R.
Wawrinka S.,Tiafoe F.
Krajinovic F.,Fognini F.
Opelka R.,Bautista Agut R.
De Minaur A.,Struff J.L.
Federer R.,Wawrinka S.
Tsitsipas S.,Krajinovic F.
De Minaur A.,Opelka R.
Federer R.,Tsitsipas S.
Federer R.,De Minaur A.
Schwartzman D.,Herbert P.H.
Fucsovics M.,Sonego L.
Berrettini M.,Edmund K.
Dimitrov G.,Dzumhur D.
Khachanov K.,Hurkacz H.
Simon G.,Lopez F.
Bedene A.,Pella G.
Chung H.,Raonic M.
Verdasco F.,Basilashvili N.
Thiem D.,Tsonga J.W.
Sinner J.,Kohlschreiber P.
Carreno Busta P.,Shapovalov D.
Querrey S.,Mannarino A.
Rublev A.,Bublik A.
Kukushkin M.,Coric B.
Monfils G.,Novak D.
Berrettini M.,Dimitrov G.
Khachanov K.,Fucsovics M.
Schwartzman D.,Querrey S.
Carreno Busta P.,Kukushkin M.
Rublev A.,Chung H.
Bedene A.,Simon G.
Thiem D.,Verdasco F.
Monfils G.,Sinner J.
Berrettini M.,Rublev A.
Thiem D.,Carreno Busta P.
Schwartzman D.,Khachanov K.
Monfils G.,Bedene A.
Thiem D.,Berrettini M.
Schwartzman D.,Monfils G.
Thiem D.,Schwartzman D.
Albot R.,Basilashvili N.
Cilic M.,Hurkacz H.
Struff J.L.,Nishioka Y.
Verdasco F.,Coric B.
Raonic M.,Norrie C.
Chardy J.,Querrey S.
Garin C.,Cuevas P.
Paire B.,Dzumhur D.
Tsonga J.W.,Rublev A.
Mannarino A.,Ruud C.
Moutet C.,Lajovic D.
Fritz T.,Tiafoe F.
De Minaur A.,Djere L.
Edmund K.,Berankis R.
Shapovalov D.,Simon G.
Dimitrov G.,Humbert U.
Struff J.L.,Khachanov K.
Albot R.,Seppi A.
Chardy J.,Medvedev D.
Zverev A.,Verdasco F.
Thiem D.,Raonic M.
Shapovalov D.,Fognini F.
Garin C.,Isner J.
Tsitsipas S.,Fritz T.
Dimitrov G.,Goffin D.
De Minaur A.,Bautista Agut R.
Monfils G.,Paire B.
Wawrinka S.,Cilic M.
Djokovic N.,Moutet C.
Edmund K.,Schwartzman D.
Nadal R.,Mannarino A.
Tsonga J.W.,Berrettini M.
Garin C.,Chardy J.
Dimitrov G.,Thiem D.
Tsitsipas S.,De Minaur A.
Djokovic N.,Edmund K.
Tsonga J.W.,Struff J.L.
Shapovalov D.,Zverev A.
Nadal R.,Wawrinka S.
Monfils G.,Albot R.
Dimitrov G.,Garin C.
Djokovic N.,Tsitsipas S.
Shapovalov D.,Monfils G.
Nadal R.,Tsonga J.W.
Djokovic N.,Dimitrov G.
Shapovalov D.,Nadal R.
Djokovic N.,Shapovalov D.
Djokovic N. ,Berrettini M. 
Thiem D. ,Federer R. 
Tsitsipas S. ,Medvedev D. 
Zverev A. ,Nadal R. 
Federer R. ,Berrettini M. 
Thiem D. ,Djokovic N. 
Nadal R. ,Medvedev D. 
Tsitsipas S. ,Zverev A. 
Berrettini M. ,Thiem D. 
Federer R. ,Djokovic N. 
Nadal R. ,Tsitsipas S. 
Zverev A. ,Medvedev D. 
Tsitsipas S. ,Federer R. 
Thiem D. ,Zverev A. 
Tsitsipas S. ,Thiem D. 
Bublik A.,Mannarino A.
Moutet C.,Sandgren T.
Verdasco F.,Andujar P.
Bedene A.,Ymer M.
Chardy J.,Barrere G.
Kecmanovic M.,Thompson J.
Krajinovic F.,Edmund K.
Djere L.,Sonego L.
Fucsovics M.,Tiafoe F.
Ilkel C.,Berankis R.
Kukushkin M.,Jaziri M.
Herbert P.H.,Cecchinato M.
Bedene A.,Bublik A.
Wawrinka S.,Chardy J.
Rublev A.,Kukushkin M.
Fucsovics M.,Ilkel C.
Verdasco F.,Krajinovic F.
Herbert P.H.,Djere L.
Kecmanovic M.,Tsonga J.W.
Moutet C.,Raonic M.
Kecmanovic M.,Fucsovics M.
Rublev A.,Herbert P.H.
Moutet C.,Verdasco F.
Wawrinka S.,Bedene A.
Rublev A.,Kecmanovic M.
Moutet C.,Wawrinka S.
Rublev A.,Moutet C.
Bublik A.,Fritz T.
Cuevas P.,Opelka R.
Djere L.,Popyrin A.
Chardy J.,Simon G.
Evans D.,Londero J.I.
Harris L.,Garin C.
Querrey S.,Barrere G.
Duckworth J.,Delbonis F.
Paul T.,Bedene A.
Ramos-Vinolas A.,Thompson J.
Struff J.L.,Caruso S.
Bolt A.,Robert S.
Evans D.,Bublik A.
Harris L.,Djere L.
Rublev A.,Querrey S.
Paul T.,Cuevas P.
Carreno Busta P.,Chardy J.
Ramos-Vinolas A.,Munar J.
Bolt A.,Struff J.L.
Auger-Aliassime F.,Duckworth J.
Harris L.,Carreno Busta P.
Rublev A.,Evans D.
Paul T.,Ramos-Vinolas A.
Auger-Aliassime F.,Bolt A.
Harris L.,Paul T.
Rublev A.,Auger-Aliassime F.
Rublev A.,Harris L.
Hurkacz H.,Sonego L.
Sandgren T.,Venus M.
Monteiro T.,Norrie C.
Humbert U.,Ruud C.
Paire B.,Sinner J.
Ymer M.,Tiafoe F.
Pospisil V.,Sousa J.
Edmund K.,Davidovich Fokina A.
Millman J.,Mmoh M.
Seppi A.,Mannarino A.
Lopez F.,Andujar P.
Cecchinato M.,Mayer L.
Isner J.,Sandgren T.
Hurkacz H.,Ymer M.
Paire B.,Monteiro T.
Lopez F.,Fognini F.
Edmund K.,Seppi A.
