Player1,Player2
Bublik A.,Kukushkin M.
Johnson S.,Novak D.
Djokovic N.,Anderson K.
Kudla D.,Seppi A.
Evans D.,Lajovic D.
Fucsovics M.,Vesely J.
Khachanov K.,Gerasimov E.
Shapovalov D.,Andujar P.
Fognini F.,Djere L.
Koepfer D.,Kwon S.W.
Tiafoe F.,Pospisil V.
Schwartzman D.,Broady L.
Korda S.,Hoang A.
Murray A.,Otte O.
Rublev A.,Harris L.
Zverev A.,Sandgren T.
Bedene A.,Nishioka Y.
Garin C.,Polmans M.
Duckworth J.,Querrey S.
Bautista Agut R.,Kecmanovic M.
Berrettini M.,Van De Zandschulp B.
Martinez P.,Monfils G.
Norrie C.,Bolt A.
Thompson J.,Nishikori K.
Ivashka I.,Chardy J.
Sonego L.,Galan D.E.
Fritz T.,Johnson S.
Bublik A.,Dimitrov G.
Medvedev D.,Alcaraz C.
Hurkacz H.,Giron M.
Cilic M.,Bonzi B.
Federer R.,Gasquet R.
Kyrgios N.,Mager G.
Auger-Aliassime F.,Ymer M.
Rublev A.,Fognini F.
Khachanov K.,Tiafoe F.
Garin C.,Martinez P.
Fucsovics M.,Schwartzman D.
Bautista Agut R.,Koepfer D.
Djokovic N.,Kudla D.
Korda S.,Evans D.
Shapovalov D.,Murray A.
Berrettini M.,Bedene A.
Ivashka I.,Thompson J.
Sonego L.,Duckworth J.
Hurkacz H.,Bublik A.
Zverev A.,Fritz T.
Auger-Aliassime F.,Kyrgios N.
Federer R.,Norrie C.
Medvedev D.,Cilic M.
Berrettini M.,Ivashka I.
Khachanov K.,Korda S.
Shapovalov D.,Bautista Agut R.
Fucsovics M.,Rublev A.
Djokovic N.,Garin C.
Auger-Aliassime F.,Zverev A.
Federer R.,Sonego L.
Hurkacz H.,Medvedev D.
Shapovalov D.,Khachanov K.
Djokovic N.,Fucsovics M.
Hurkacz H.,Federer R.
Berrettini M.,Auger-Aliassime F.
Berrettini M.,Hurkacz H.
Djokovic N.,Shapovalov D.
Djokovic N.,Berrettini M.
Hanfmann Y.,Monteiro T.
Cecchinato M.,Gasquet R.
Ymer E.,Daniel T.
Rinderknech A.,Sousa P.
Martinez P.,Novak D.
Gombos N.,Cuevas P.
Vesely J.,Caruso S.
Carballes Baena R.,Bagnis F.
Coria F.,Cerundolo F.
Rune H.,Albot R.
Ruusuvuori E.,Ymer M.
Laaksonen H.,Musetti L.
Coria F.,Cecchinato M.
Garin C.,Martinez P.
Rinderknech A.,Millman J.
Hanfmann Y.,Vesely J.
Gombos N.,Ruusuvuori E.
Carballes Baena R.,Fognini F.
Ruud C.,Rune H.
Laaksonen H.,Ymer E.
Hanfmann Y.,Rinderknech A.
Coria F.,Garin C.
Ruud C.,Laaksonen H.
Carballes Baena R.,Gombos N.
Coria F.,Hanfmann Y.
Ruud C.,Carballes Baena R.
Ruud C.,Coria F.
Seyboth Wild T.,Kuhn N.
Baez S.,Moutet C.
Kohlschreiber P.,Munar J.
Paire B.,Berankis R.
Varillas J. P.,Nagal S.
Taberner C.,Lopez F.
Delbonis F.,Zhang Zh.
Krajinovic F.,Altmaier D.
Molcan A.,Mager G.
Djere L.,Struff J.L.
Koepfer D.,Marterer M.
Lajovic D.,Pouille L.
Krajinovic F.,Kohlschreiber P.
Djere L.,Seyboth Wild T.
Tsitsipas S.,Koepfer D.
Basilashvili N.,Baez S.
Lajovic D.,Molcan A.
Carreno Busta P.,Taberner C.
Delbonis F.,Ramos-Vinolas A.
Paire B.,Varillas J. P.
Djere L.,Basilashvili N.
Krajinovic F.,Tsitsipas S.
Carreno Busta P.,Lajovic D.
Delbonis F.,Paire B.
Krajinovic F.,Djere L.
Carreno Busta P.,Delbonis F.
Carreno Busta P.,Krajinovic F.
Brooksby J.,Donskoy E.
Kudla D.,Johnson S.
Sugita Y.,Rodionov J.
Anderson K.,Marchenko I.
Thompson J.,Stebe C.M.
Ofner S.,Uchiyama Y.
Karlovic I.,Zapata Miralles B.
Jung J.,Schnur B.
Sandgren T.,Sousa J.
Sock J.,Bolt A.
Gojowczyk P.,Krueger M.
Cressy M.,Lorenzi P.
Thompson J.,Sugita Y.
Brooksby J.,Kudla D.
Anderson K.,Ofner S.
Bublik A.,Karlovic I.
Jung J.,Sandgren T.
Gojowczyk P.,Pospisil V.
Sock J.,Nishioka Y.
Cressy M.,Querrey S.
Bublik A.,Jung J.
Anderson K.,Sock J.
Brooksby J.,Gojowczyk P.
Thompson J.,Cressy M.
Anderson K.,Bublik A.
Brooksby J.,Thompson J.
Anderson K.,Brooksby J.
Polmans M.,Ehrat S.
Kopriva V.,Nikles J.
Bergs Z.,Otte O.
Paire B.,Kovalik J.
Ymer M.,Couacaud E.
Lopez F.,Huesler M.A.
Novak D.,Zuk K.
Djere L.,Seyboth Wild T.
Delbonis F.,Riedi L.
Gaston H.,Cerundolo J.M.
Griekspoor T.,Londero J.I.
Rinderknech A.,Stricker D.
Djere L.,Bergs Z.
Gaston H.,Delbonis F.
Rinderknech A.,Bautista Agut R.
Garin C.,Polmans M.
Ruud C.,Novak D.
Ymer M.,Lopez F.
Paire B.,Griekspoor T.
Kopriva V.,Shapovalov D.
Gaston H.,Garin C.
Djere L.,Rinderknech A.
Kopriva V.,Ymer M.
Ruud C.,Paire B.
Gaston H.,Djere L.
Ruud C.,Kopriva V.
Ruud C.,Gaston H.
Donskoy E.,Jung J.
Ofner S.,Rodionov J.
Bolt A.,Seppi A.
Nakashima B.,Wolf J.J.
Johnson S.,Lopez Villasenor G.
Kudla D.,Kokkinakis T.
Marchenko I.,Gojowczyk P.
Uchiyama Y.,Sarkissian A.
Escobedo E.,Mcdonald M.
Ymer E.,Ebden M.
Thompson J.,Karlovic I.
Gomez E.,Mejia N.
Bolt A.,Gomez E.
Thompson J.,Ofner S.
Escobedo E.,Kudla D.
Norrie C.,Ymer E.
Johnson S.,Uchiyama Y.
Isner J.,Donskoy E.
Nakashima B.,Querrey S.
Fritz T.,Marchenko I.
Norrie C.,Escobedo E.
Fritz T.,Johnson S.
Isner J.,Bolt A.
Nakashima B.,Thompson J.
Norrie C.,Fritz T.
Nakashima B.,Isner J.
Norrie C.,Nakashima B.
Albot R.,Rune H.
Taberner C.,Serdarusic N.
Travaglia S.,Munar J.
Zapata Miralles B.,Cuevas P.
Giannessi A.,Vesely J.
Altmaier D.,Moutet C.
Ajdukovic D.,Collarini A.
Dzumhur D.,Horansky F.
Martin A.,Olivo R.
Cecchinato M.,Bedene A.
Alcaraz C.,Pouille L.
Mager G.,Martinez P.
Gasquet R.,Giannessi A.
Travaglia S.,Taberner C.
Ramos-Vinolas A.,Ajdukovic D.
Dzumhur D.,Cecchinato M.
Krajinovic F.,Albot R.
Altmaier D.,Mager G.
Lajovic D.,Zapata Miralles B.
Alcaraz C.,Martin A.
Gasquet R.,Dzumhur D.
Altmaier D.,Lajovic D.
Ramos-Vinolas A.,Travaglia S.
Alcaraz C.,Krajinovic F.
Gasquet R.,Altmaier D.
Alcaraz C.,Ramos-Vinolas A.
Alcaraz C.,Gasquet R.
Fratangelo B.,Seppi A.
Thompson J.,Harris L.
Johnson S.,Popyrin A.
Gojowczyk P.,Querrey S.
O Connell C.,Kudla D.
Ruusuvuori E.,Mcdonald M.
Fritz T.,Donskoy E.
Paire B.,Uchiyama Y.
Isner J.,Wolf J.J.
Nakashima B.,Bryde T.
Sock J.,Berankis R.
Kyrgios N.,Anderson K.
Fritz T.,Johnson S.
Thompson J.,Gojowczyk P.
Nakashima B.,Raonic M.
Opelka R.,Fratangelo B.
O Connell C.,Sinner J.
Ruusuvuori E.,Paire B.
Isner J.,Sock J.
Norrie C.,Kyrgios N.
Nakashima B.,Thompson J.
Fritz T.,Opelka R.
Ruusuvuori E.,Norrie C.
Isner J.,O Connell C.
Nakashima B.,Ruusuvuori E.
Isner J.,Fritz T.
Isner J.,Nakashima B.
Kovalik J.,Munar J.
Taberner C.,Seyboth Wild T.
Ymer M.,Cuevas P.
Martinez P.,Pouille L.
Vesely J.,Gulbis E.
Rinderknech A.,Delbonis F.
Rune H.,Travaglia S.
Vilella Martinez M.,Neumayer L.
Cecchinato M.,Albot R.
Altmaier D.,Djere L.
Mager G.,Novak D.
Erler A.,Alcaraz C.
Rinderknech A.,Rune H.
Kovalik J.,Vesely J.
Krajinovic F.,Taberner C.
Martinez P.,Bautista Agut R.
Mager G.,Ramos-Vinolas A.
Altmaier D.,Cecchinato M.
Ymer M.,Erler A.
Ruud C.,Vilella Martinez M.
Martinez P.,Kovalik J.
Altmaier D.,Mager G.
Rinderknech A.,Krajinovic F.
Ruud C.,Ymer M.
Martinez P.,Altmaier D.
Ruud C.,Rinderknech A.
Ruud C.,Martinez P.
Berankis R.,Krueger M.
Galan D.E.,Paul T.
Seppi A.,Uchiyama Y.
Brooksby J.,Anderson K.
Giron M.,Marchenko I.
Ivashka I.,Gerasimov E.
Nishikori K.,Querrey S.
Pospisil V.,Gomez E.
Sock J.,Nishioka Y.
Ruusuvuori E.,Gunneswaran P.
Kudla D.,Lopez F.
Nakashima B.,Popyrin A.
Sandgren T.,Duckworth J.
Johnson S.,Ramanathan R.
Ymer E.,Thompson J.
Mcdonald M.,Kyrgios N.
Korda S.,Pospisil V.
Auger-Aliassime F.,Seppi A.
Norrie C.,Giron M.
Berankis R.,Kecmanovic M.
Brooksby J.,Tiafoe F.
Johnson S.,De Minaur A.
Nakashima B.,Evans D.
Millman J.,Ymer E.
Kudla D.,Fritz T.
Opelka R.,Galan D.E.
Harris L.,Sandgren T.
Sinner J.,Ruusuvuori E.
Ivashka I.,Dimitrov G.
Nishikori K.,Bublik A.
Mcdonald M.,Paire B.
Nadal R.,Sock J.
Kudla D.,Nakashima B.
Johnson S.,Berankis R.
Sinner J.,Korda S.
Millman J.,Opelka R.
Brooksby J.,Auger-Aliassime F.
Nishikori K.,Norrie C.
Harris L.,Nadal R.
Mcdonald M.,Ivashka I.
Brooksby J.,Millman J.
Sinner J.,Johnson S.
Nishikori K.,Harris L.
Mcdonald M.,Kudla D.
Sinner J.,Brooksby J.
Mcdonald M.,Nishikori K.
Sinner J.,Mcdonald M.
Cilic M.,Ramos-Vinolas A.
Humbert U.,Sonego L.
Fognini F.,Struff J.L.
Duckworth J.,Fritz T.
Bublik A.,Evans D.
Harris L.,Schnur B.
Millman J.,Berankis R.
Paul T.,Pospisil V.
Opelka R.,Kyrgios N.
Lajovic D.,Ruusuvuori E.
Nishikori K.,Kecmanovic M.
Basilashvili N.,Brooksby J.
Khachanov K.,Norrie C.
Isner J.,Davidovich Fokina A.
Tiafoe F.,Nishioka Y.
Paire B.,Mcdonald M.
Medvedev D.,Bublik A.
Ruud C.,Cilic M.
Tsitsipas S.,Humbert U.
Opelka R.,Dimitrov G.
Duckworth J.,Sinner J.
Isner J.,Garin C.
Harris L.,Lopez F.
Lajovic D.,Auger-Aliassime F.
Rublev A.,Fognini F.
Khachanov K.,Karatsev A.
Basilashvili N.,De Minaur A.
Schwartzman D.,Paire B.
Bautista Agut R.,Paul T.
Hurkacz H.,Nishikori K.
Tiafoe F.,Shapovalov D.
Monfils G.,Millman J.
Tsitsipas S.,Khachanov K.
Ruud C.,Lajovic D.
Isner J.,Rublev A.
Opelka R.,Harris L.
Bautista Agut R.,Schwartzman D.
Monfils G.,Tiafoe F.
Medvedev D.,Duckworth J.
Hurkacz H.,Basilashvili N.
Tsitsipas S.,Ruud C.
Opelka R.,Bautista Agut R.
Medvedev D.,Hurkacz H.
Isner J.,Monfils G.
Opelka R.,Tsitsipas S.
Medvedev D.,Isner J.
Medvedev D.,Opelka R.
Paire B.,Kecmanovic M.
Pella G.,Goffin D.
Sinner J.,Delbonis F.
Fognini F.,Basilashvili N.
Koepfer D.,Struff J.L.
Ramos-Vinolas A.,Fritz T.
Auger-Aliassime F.,Fucsovics M.
Harris L.,Nishioka Y.
Schwartzman D.,Evans D.
De Minaur A.,Krajinovic F.
Murray A.,Gasquet R.
Khachanov K.,Anderson K.
Mcdonald M.,Nakashima B.
Hurkacz H.,Davidovich Fokina A.
Korda S.,Djere L.
Dimitrov G.,Bautista Agut R.
Bublik A.,Giron M.
Cilic M.,Karatsev A.
Isner J.,Norrie C.
Sonego L.,Alcaraz C.
Opelka R.,Moutet C.
Monfils G.,Lajovic D.
Tiafoe F.,Humbert U.
Paul T.,Garin C.
Berrettini M.,Ramos-Vinolas A.
Paire B.,Shapovalov D.
Dimitrov G.,Bublik A.
Carreno Busta P.,Koepfer D.
Auger-Aliassime F.,Khachanov K.
Pella G.,Fognini F.
Hurkacz H.,Murray A.
Rublev A.,Cilic M.
Ruud C.,Opelka R.
Medvedev D.,Mcdonald M.
Isner J.,Sinner J.
Zverev A.,Harris L.
Sonego L.,Paul T.
Monfils G.,De Minaur A.
Schwartzman D.,Tiafoe F.
Tsitsipas S.,Korda S.
Medvedev D.,Dimitrov G.
Paire B.,Isner J.
Rublev A.,Monfils G.
Carreno Busta P.,Hurkacz H.
Zverev A.,Pella G.
Ruud C.,Schwartzman D.
Tsitsipas S.,Sonego L.
Auger-Aliassime F.,Berrettini M.
Rublev A.,Paire B.
Medvedev D.,Carreno Busta P.
Tsitsipas S.,Auger-Aliassime F.
Zverev A.,Ruud C.
Rublev A.,Medvedev D.
Zverev A.,Tsitsipas S.
Zverev A.,Rublev A.
Cecchinato M.,Sandgren T.
Gerasimov E.,Gombos N.
Monteiro T.,Duckworth J.
Kwon S.W.,Albot R.
Ymer M.,Travaglia S.
Murray A.,Rubin N.
Giron M.,Bagnis F.
Simon G.,Rinderknech A.
Coria F.,Musetti L.
Thompson J.,Pella G.
Ivashka I.,Seppi A.
Ruusuvuori E.,Kudla D.
Mager G.,Wu T.L.
Watanuki Y.,Munar J.
Pouille L.,Lopez F.
Popyrin A.,Johnson S.
Koepfer D.,Cecchinato M.
Gasquet R.,Gerasimov E.
Carreno Busta P.,Kwon S.W.
Paire B.,Simon G.
Herbert P.H.,Coria F.
Struff J.L.,Mager G.
Ivashka I.,Cilic M.
Ruusuvuori E.,Bublik A.
Evans D.,Pouille L.
Fucsovics M.,Watanuki Y.
Ymer M.,Ramos-Vinolas A.
Purcell M.,Thompson J.
Giron M.,Delbonis F.
Tiafoe F.,Murray A.
Alcaraz C.,Popyrin A.
Monteiro T.,Nava E.
Carreno Busta P.,Koepfer D.
Ivashka I.,Struff J.L.
Ruusuvuori E.,Paire B.
Gasquet R.,Evans D.
Ymer M.,Purcell M.
Tiafoe F.,Monteiro T.
Giron M.,Herbert P.H.
Alcaraz C.,Fucsovics M.
Ivashka I.,Carreno Busta P.
Ruusuvuori E.,Gasquet R.
Ymer M.,Tiafoe F.
Alcaraz C.,Giron M.
Ivashka I.,Ruusuvuori E.
Ymer M.,Alcaraz C.
Ivashka I.,Ymer M.
Lajovic D.,Paire B.
Bagnis F.,Daniel T.
Schwartzman D.,Berankis R.
Anderson K.,Vesely J.
Evans D.,Monteiro T.
Zapata Miralles B.,Lopez F.
Laaksonen H.,Millman J.
Gojowczyk P.,Humbert U.
Auger-Aliassime F.,Donskoy E.
Kohlschreiber P.,Cilic M.
Rublev A.,Karlovic I.
Martinez P.,Duckworth J.
Garin C.,Gombos N.
Andujar P.,Kukushkin M.
Nakashima B.,Isner J.
Giron M.,Hoang A.
Mannarino A.,Herbert P.H.
Tsitsipas S.,Murray A.
Ruud C.,Sugita Y.
Dimitrov G.,Riffice S.
Trungelliti M.,Davidovich Fokina A.
Molcan A.,Ilkel C.
Van De Zandschulp B.,Taberner C.
Ruusuvuori E.,Majchrzak K.
Rinderknech A.,Kecmanovic M.
Popyrin A.,Albot R.
Koepfer D.,Halys Q.
Alcaraz C.,Norrie C.
Tiafoe F.,Eubanks C.
Pella G.,Krajinovic F.
Bautista Agut R.,Kyrgios N.
Medvedev D.,Gasquet R.
Opelka R.,Kwon S.W.
Musetti L.,Nava E.
Mcdonald M.,Goffin D.
Karatsev A.,Munar J.
Kudla D.,Djere L.
Ramos-Vinolas A.,Pouille L.
Harris L.,Khachanov K.
Nishikori K.,Caruso S.
Escobedo E.,Cuevas P.
Zverev A.,Querrey S.
Hurkacz H.,Gerasimov E.
Bublik A.,Hanfmann Y.
Seppi A.,Fucsovics M.
Otte O.,Sonego L.
Berrettini M.,Chardy J.
Cressy M.,Carreno Busta P.
Sinner J.,Purcell M.
Shapovalov D.,Delbonis F.
Basilashvili N.,Korda S.
Thompson J.,Mager G.
Carballes Baena R.,Paul T.
Moutet C.,Travaglia S.
Monfils G.,Coria F.
Griekspoor T.,Struff J.L.
Sock J.,Nishioka Y.
Johnson S.,Marterer M.
Ivashka I.,Sandgren T.
Pospisil V.,Fognini F.
Svajda Z.,Cecchinato M.
Brooksby J.,Ymer M.
Djokovic N.,Rune H.
Fritz T.,De Minaur A.
Rublev A.,Martinez P.
Popyrin A.,Dimitrov G.
Alcaraz C.,Rinderknech A.
Molcan A.,Nakashima B.
Evans D.,Giron M.
Van De Zandschulp B.,Ruud C.
Gojowczyk P.,Lajovic D.
Laaksonen H.,Garin C.
Andujar P.,Kohlschreiber P.
Bagnis F.,Trungelliti M.
Medvedev D.,Koepfer D.
Auger-Aliassime F.,Zapata Miralles B.
Bautista Agut R.,Ruusuvuori E.
Tiafoe F.,Pella G.
Schwartzman D.,Anderson K.
Tsitsipas S.,Mannarino A.
Opelka R.,Musetti L.
Karatsev A.,Thompson J.
Basilashvili N.,Cressy M.
Berrettini M.,Moutet C.
Ivashka I.,Pospisil V.
Zverev A.,Ramos-Vinolas A.
Seppi A.,Hurkacz H.
Otte O.,Kudla D.
Monfils G.,Johnson S.
Harris L.,Escobedo E.
Nishikori K.,Mcdonald M.
Sinner J.,Svajda Z.
Sock J.,Bublik A.
Brooksby J.,Fritz T.
Djokovic N.,Griekspoor T.
Shapovalov D.,Carballes Baena R.
Gojowczyk P.,Laaksonen H.
Evans D.,Popyrin A.
Medvedev D.,Andujar P.
Alcaraz C.,Tsitsipas S.
Schwartzman D.,Molcan A.
Van De Zandschulp B.,Bagnis F.
Auger-Aliassime F.,Bautista Agut R.
Tiafoe F.,Rublev A.
Berrettini M.,Ivashka I.
Otte O.,Seppi A.
Djokovic N.,Nishikori K.
Sinner J.,Monfils G.
Brooksby J.,Karatsev A.
Harris L.,Shapovalov D.
Opelka R.,Basilashvili N.
Zverev A.,Sock J.
Van De Zandschulp B.,Schwartzman D.
Medvedev D.,Evans D.
Alcaraz C.,Gojowczyk P.
Auger-Aliassime F.,Tiafoe F.
Zverev A.,Sinner J.
Harris L.,Opelka R.
Berrettini M.,Otte O.
Djokovic N.,Brooksby J.
Medvedev D.,Van De Zandschulp B.
Auger-Aliassime F.,Alcaraz C.
Zverev A.,Harris L.
Djokovic N.,Berrettini M.
Medvedev D.,Auger-Aliassime F.
Djokovic N.,Zverev A.
Medvedev D.,Djokovic N.
Sonego L.,Fucsovics M.
Pospisil V.,Barrere G.
Basilashvili N.,Mager G.
Ymer M.,Struff J.L.
Giron M.,Rinderknech A.
Kohlschreiber P.,Cecchinato M.
Khachanov K.,Muller A.
Rune H.,Zapata Miralles B.
Davidovich Fokina A.,Simon G.
Murray A.,Humbert U.
Gojowczyk P.,Hoang A.
Pouille L.,Schnur B.
Rune H.,Sonego L.
Murray A.,Pospisil V.
Carreno Busta P.,Ymer M.
Giron M.,De Minaur A.
Gojowczyk P.,Khachanov K.
Hurkacz H.,Pouille L.
Monfils G.,Kohlschreiber P.
Basilashvili N.,Davidovich Fokina A.
Gojowczyk P.,Giron M.
Hurkacz H.,Murray A.
Monfils G.,Basilashvili N.
Carreno Busta P.,Rune H.
Hurkacz H.,Gojowczyk P.
Carreno Busta P.,Monfils G.
Hurkacz H.,Carreno Busta P.
Skatov T.,Seppi A.
Munar J.,Vesely J.
Kecmanovic M.,Verdasco F.
Djere L.,Galan D.E.
Ivashka I.,Ymer E.
Musetti L.,Polmans M.
Millman J.,Popko D.
Gerasimov E.,Paire B.
Kwon S.W.,Donskoy E.
Ruusuvuori E.,Bonzi B.
Taberner C.,Berankis R.
Duckworth J.,Kukushkin M.
Ivashka I.,Skatov T.
Djere L.,Musetti L.
Millman J.,Munar J.
Kwon S.W.,Lajovic D.
Ruusuvuori E.,Karatsev A.
Duckworth J.,Krajinovic F.
Taberner C.,Gerasimov E.
Bublik A.,Kecmanovic M.
Ivashka I.,Ruusuvuori E.
Duckworth J.,Millman J.
Kwon S.W.,Djere L.
Bublik A.,Taberner C.
Duckworth J.,Ivashka I.
Kwon S.W.,Bublik A.
Kwon S.W.,Duckworth J.
Karatsev A.,Delbonis F.
Nakashima B.,Fognini F.
Fritz T.,Caruso S.
Sonego L.,Basilashvili N.
Korda S.,Paul T.
Norrie C.,Koepfer D.
Dimitrov G.,Fucsovics M.
Harris L.,Eubanks C.
Murray A.,Kudla D.
Schwartzman D.,Gaio F.
Evans D.,Anderson K.
Hurkacz H.,Bolt A.
Rublev A.,Nakashima B.
Schwartzman D.,Harris L.
Norrie C.,Evans D.
Karatsev A.,Hurkacz H.
Shapovalov D.,Fritz T.
Sonego L.,Korda S.
Ruud C.,Murray A.
Dimitrov G.,Holmgren A.
Norrie C.,Shapovalov D.
Rublev A.,Schwartzman D.
Ruud C.,Sonego L.
Dimitrov G.,Karatsev A.
Norrie C.,Rublev A.
Ruud C.,Dimitrov G.
Ruud C.,Norrie C.
Paire B.,Davidovich Fokina A.
Kecmanovic M.,Andreev A.
Mager G.,Mannarino A.
Millman J.,Ymer M.
Giron M.,Munar J.
Djere L.,Martinez P.
Kuzmanov D.,Musetti L.
Gerasimov E.,Pospisil V.
Marchenko I.,Seppi A.
Duckworth J.,Ruusuvuori E.
Ivashka I.,Andujar P.
Krajinovic F.,Lazarov A.
Mager G.,Kecmanovic M.
Majchrzak K.,Kuzmanov D.
Millman J.,Marchenko I.
Giron M.,De Minaur A.
Duckworth J.,Paire B.
Krajinovic F.,Djere L.
Monfils G.,Ivashka I.
Sinner J.,Gerasimov E.
Giron M.,Millman J.
Monfils G.,Mager G.
Sinner J.,Duckworth J.
Krajinovic F.,Majchrzak K.
Monfils G.,Giron M.
Sinner J.,Krajinovic F.
Sinner J.,Monfils G.
Popyrin A.,Kecmanovic M.
Altmaier D.,Querrey S.
Taberner C.,Munar J.
Daniel T.,Kohlschreiber P.
Paul T.,Lopez F.
Mcdonald M.,Duckworth J.
Pella G.,Kwon S.W.
Sandgren T.,Monteiro T.
Giron M.,Van De Zandschulp B.
Cressy M.,Djere L.
Nishikori K.,Sousa J.
Caruso S.,Svajda Z.
Carballes Baena R.,Olivo R.
Tiafoe F.,Paire B.
Davidovich Fokina A.,Johnson S.
Pospisil V.,Wolf J.J.
Ruusuvuori E.,Koepfer D.
Nishioka Y.,Delbonis F.
Tabilo A.,Kudla D.
Escobedo E.,Rune H.
Anderson K.,Thompson J.
Struff J.L.,Galan D.E.
Ramos-Vinolas A.,Musetti L.
Brooksby J.,Ilkel C.
Gomez E.,Bagnis F.
Vukic A.,Andujar P.
Nakashima B.,Coria F.
Martinez P.,Marcora R.
Millman J.,Sock J.
Mager G.,Fucsovics M.
Murray A.,Mannarino A.
Eubanks C.,Gerasimov E.
Opelka R.,Daniel T.
Hurkacz H.,Popyrin A.
Schwartzman D.,Cressy M.
Evans D.,Nishikori K.
Bautista Agut R.,Pella G.
Tiafoe F.,Korda S.
Ruud C.,Carballes Baena R.
Norrie C.,Sandgren T.
Shapovalov D.,Pospisil V.
Dimitrov G.,Altmaier D.
Medvedev D.,Mcdonald M.
Paul T.,Lajovic D.
Karatsev A.,Caruso S.
Harris L.,Davidovich Fokina A.
Krajinovic F.,Giron M.
Rublev A.,Taberner C.
Berrettini M.,Tabilo A.
Monfils G.,Mager G.
Sinner J.,Millman J.
Anderson K.,Sonego L.
Fognini F.,Struff J.L.
Fritz T.,Nakashima B.
Murray A.,Alcaraz C.
Garin C.,Escobedo E.
Ramos-Vinolas A.,Auger-Aliassime F.
Carreno Busta P.,Gomez E.
Zverev A.,Brooksby J.
De Minaur A.,Vukic A.
Khachanov K.,Ruusuvuori E.
Tsitsipas S.,Martinez P.
Basilashvili N.,Eubanks C.
Isner J.,Nishioka Y.
Schwartzman D.,Evans D.
Ruud C.,Harris L.
Dimitrov G.,Opelka R.
Karatsev A.,Shapovalov D.
Hurkacz H.,Tiafoe F.
Paul T.,Rublev A.
Norrie C.,Bautista Agut R.
Medvedev D.,Krajinovic F.
Sinner J.,Isner J.
Fritz T.,Berrettini M.
Khachanov K.,Carreno Busta P.
Basilashvili N.,Ramos-Vinolas A.
Zverev A.,Murray A.
Monfils G.,Anderson K.
Tsitsipas S.,Fognini F.
De Minaur A.,Garin C.
Schwartzman D.,Ruud C.
Hurkacz H.,Karatsev A.
Norrie C.,Paul T.
Dimitrov G.,Medvedev D.
Basilashvili N.,Khachanov K.
Fritz T.,Sinner J.
Tsitsipas S.,De Minaur A.
Zverev A.,Monfils G.
Norrie C.,Schwartzman D.
Dimitrov G.,Hurkacz H.
Basilashvili N.,Tsitsipas S.
Fritz T.,Zverev A.
Norrie C.,Dimitrov G.
Basilashvili N.,Fritz T.
Norrie C.,Basilashvili N.
Rinderknech A.,Delbonis F.
Lajovic D.,Gasquet R.
Van De Zandschulp B.,Popyrin A.
Davidovich Fokina A.,Thompson J.
Laaksonen H.,Paire B.
Nakashima B.,De Minaur A.
Brooksby J.,Opelka R.
Musetti L.,Mager G.
Murray A.,Tiafoe F.
Struff J.L.,Ramos-Vinolas A.
Fucsovics M.,Novak D.
Harris L.,Bergs Z.
Rinderknech A.,Lajovic D.
Brooksby J.,Van De Zandschulp B.
Sinner J.,Musetti L.
Davidovich Fokina A.,Garin C.
Harris L.,Struff J.L.
Fucsovics M.,Bautista Agut R.
Schwartzman D.,Murray A.
Nakashima B.,Laaksonen H.
Harris L.,Fucsovics M.
Sinner J.,Rinderknech A.
Schwartzman D.,Nakashima B.
Brooksby J.,Davidovich Fokina A.
Sinner J.,Harris L.
Schwartzman D.,Brooksby J.
Sinner J.,Schwartzman D.
Millman J.,Bonzi B.
Cilic M.,Dzumhur D.
Duckworth J.,Gojo B.
Mannarino A.,Safiullin R.
Paul T.,Ymer M.
Martinez P.,Pella G.
Marchenko I.,Bublik A.
Gerasimov E.,Kecmanovic M.
Simon G.,Djere L.
Berankis R.,Donskoy E.
Coria F.,Kachmazov A.
Mcdonald M.,Nishioka Y.
Millman J.,Marchenko I.
Cilic M.,Paul T.
Khachanov K.,Duckworth J.
Martinez P.,Krajinovic F.
Berankis R.,Coria F.
Mannarino A.,Rublev A.
Karatsev A.,Gerasimov E.
Simon G.,Mcdonald M.
Berankis R.,Mannarino A.
Cilic M.,Martinez P.
Khachanov K.,Millman J.
Karatsev A.,Simon G.
Cilic M.,Berankis R.
Karatsev A.,Khachanov K.
Karatsev A.,Cilic M.
Struff J.L.,Duckworth J.
Korda S.,Serdarusic N.
Bublik A.,Tiurnev E.
Paul T.,Martinez P.
Ivashka I.,Djere L.
Andujar P.,Delbonis F.
Van De Zandschulp B.,Nishioka Y.
Millman J.,Oliel Y.
Mcdonald M.,Gerasimov E.
Fritz T.,Ruusuvuori E.
Cilic M.,Ramos-Vinolas A.
Khachanov K.,Mannarino A.
Shapovalov D.,Andujar P.
Rublev A.,Ivashka I.
Struff J.L.,Bublik A.
Van De Zandschulp B.,Korda S.
Millman J.,Karatsev A.
Fritz T.,Paul T.
Cilic M.,Khachanov K.
Bautista Agut R.,Mcdonald M.
Fritz T.,Millman J.
Struff J.L.,Shapovalov D.
Cilic M.,Bautista Agut R.
Van De Zandschulp B.,Rublev A.
Fritz T.,Struff J.L.
Cilic M.,Van De Zandschulp B.
Cilic M.,Fritz T.
Basilashvili N.,Carreno Busta P.
Alcaraz C.,Evans D.
De Minaur A.,Anderson K.
Murray A.,Hurkacz H.
