Location,Data,Winner,Loser,AvgW,AvgL,Round,Wsets,Lsets
Parma,5/23/2021,Cobolli F.,Giron M.,2.26,1.63,1st Round,2.0,1.0
Parma,5/25/2021,Cecchinato M.,Brancaccio R.,1.15,5.35,1st Round,2.0,0.0
Parma,5/25/2021,Korda S.,Seppi A.,1.15,5.35,1st Round,2.0,0.0
Parma,5/25/2021,Musetti L.,Mager G.,1.49,2.61,1st Round,2.0,1.0
Parma,5/25/2021,Gombos N.,Ruusuvuori E.,1.43,2.77,1st Round,2.0,1.0
Parma,5/25/2021,Nishioka Y.,Querrey S.,1.26,3.8,1st Round,2.0,1.0
Parma,5/25/2021,Gasquet R.,Altmaier D.,1.65,2.22,1st Round,2.0,0.0
Parma,5/25/2021,Vesely J.,Johnson S.,1.35,3.15,1st Round,2.0,0.0
Parma,5/25/2021,Martinez P.,Simon G.,1.3,3.46,1st Round,2.0,0.0
Parma,5/25/2021,Bedene A.,Caruso S.,1.39,2.99,1st Round,2.0,0.0
Parma,5/25/2021,Munar J.,Ymer M.,1.56,2.42,1st Round,2.0,0.0
Parma,5/26/2021,Struff J.L.,Cobolli F.,1.25,3.91,2nd Round,2.0,1.0
Parma,5/26/2021,Gombos N.,Ramos-Vinolas A.,2.52,1.52,2nd Round,2.0,1.0
Parma,5/26/2021,Gasquet R.,Martinez P.,2.22,1.65,2nd Round,2.0,1.0
Parma,5/26/2021,Munar J.,Paire B.,1.37,3.04,2nd Round,1.0,0.0
Parma,5/26/2021,Cecchinato M.,Bedene A.,1.81,1.99,2nd Round,2.0,0.0
Parma,5/26/2021,Paul T.,Vesely J.,1.34,3.23,2nd Round,2.0,1.0
Parma,5/26/2021,Nishioka Y.,Musetti L.,3.13,1.36,2nd Round,2.0,0.0
Parma,5/26/2021,Korda S.,Sonego L.,2.58,1.5,2nd Round,2.0,0.0
Parma,5/27/2021,Munar J.,Gasquet R.,1.63,2.25,Quarterfinals,2.0,0.0
Parma,5/27/2021,Cecchinato M.,Gombos N.,1.41,2.89,Quarterfinals,2.0,0.0
Parma,5/27/2021,Paul T.,Struff J.L.,1.92,1.88,Quarterfinals,2.0,0.0
Parma,5/27/2021,Korda S.,Nishioka Y.,1.43,2.8,Quarterfinals,2.0,0.0
Parma,5/28/2021,Cecchinato M.,Munar J.,1.75,2.08,Semifinals,2.0,1.0
Parma,5/28/2021,Korda S.,Paul T.,1.64,2.25,Semifinals,2.0,0.0
Parma,5/29/2021,Korda S.,Cecchinato M.,1.59,2.35,The Final,2.0,0.0
Paris,5/30/2021,Fognini F.,Barrere G.,1.27,3.8,1st Round,3.0,0.0
Paris,5/30/2021,Carreno Busta P.,Gombos N.,1.13,6.09,1st Round,3.0,0.0
Paris,5/30/2021,Couacaud E.,Gerasimov E.,1.61,2.33,1st Round,3.0,0.0
Paris,5/30/2021,Laaksonen H.,Hanfmann Y.,2.21,1.68,1st Round,3.0,1.0
Paris,5/30/2021,Bautista Agut R.,Vilella Martinez M.,1.09,7.67,1st Round,3.0,0.0
Paris,5/30/2021,Pella G.,Galan D.E.,3.15,1.36,1st Round,3.0,0.0
Paris,5/30/2021,Kecmanovic M.,Evans D.,2.46,1.55,1st Round,3.0,1.0
Paris,5/30/2021,Andujar P.,Thiem D.,7.73,1.09,1st Round,3.0,2.0
Paris,5/30/2021,Khachanov K.,Vesely J.,1.23,4.17,1st Round,3.0,0.0
Paris,5/30/2021,Fucsovics M.,Simon G.,1.11,6.79,1st Round,3.0,0.0
Paris,5/30/2021,Nishikori K.,Giannessi A.,1.12,6.29,1st Round,3.0,2.0
Paris,5/30/2021,Garin C.,Londero J.I.,1.06,9.57,1st Round,3.0,1.0
Paris,5/30/2021,Mcdonald M.,Ruusuvuori E.,1.3,3.59,1st Round,3.0,1.0
Paris,5/30/2021,Giron M.,Dimitrov G.,4.52,1.21,1st Round,1.0,2.0
Paris,5/30/2021,Djere L.,Moutet C.,1.77,2.05,1st Round,3.0,1.0
Paris,5/30/2021,Zverev A.,Otte O.,1.03,12.73,1st Round,3.0,2.0
Paris,5/30/2021,Davidovich Fokina A.,Kukushkin M.,1.03,12.7,1st Round,3.0,0.0
Paris,5/30/2021,Safiullin R.,Taberner C.,3.79,1.27,1st Round,3.0,1.0
Paris,5/30/2021,Van De Zandschulp B.,Hurkacz H.,2.48,1.55,1st Round,3.0,2.0
Paris,5/30/2021,Tsitsipas S.,Chardy J.,1.01,16.8,1st Round,3.0,0.0
Paris,5/31/2021,Sinner J.,Herbert P.H.,1.12,6.3,1st Round,3.0,2.0
Paris,5/31/2021,Johnson S.,Tiafoe F.,5.04,1.17,1st Round,3.0,2.0
Paris,5/31/2021,Krajinovic F.,Marterer M.,1.48,2.66,1st Round,3.0,0.0
Paris,5/31/2021,Monteiro T.,Cerundolo F.,1.62,2.31,1st Round,3.0,0.0
Paris,5/31/2021,Mager G.,Gojowczyk P.,1.28,5.34,1st Round,3.0,1.0
Paris,5/31/2021,Isner J.,Querrey S.,1.25,3.95,1st Round,3.0,0.0
Paris,5/31/2021,Delbonis F.,Albot R.,1.17,5.13,1st Round,3.0,1.0
Paris,5/31/2021,Ruud C.,Paire B.,1.05,11.37,1st Round,3.0,1.0
Paris,5/31/2021,Norrie C.,Fratangelo B.,1.21,4.43,1st Round,3.0,0.0
Paris,5/31/2021,Paul T.,O Connell C.,1.25,3.96,1st Round,3.0,2.0
Paris,5/31/2021,Medvedev D.,Bublik A.,1.41,2.92,1st Round,3.0,0.0
Paris,5/31/2021,Munar J.,Thompson J.,1.1,7.24,1st Round,3.0,1.0
Paris,5/31/2021,Opelka R.,Martin A.,1.42,2.87,1st Round,3.0,0.0
Paris,5/31/2021,Basilashvili N.,Lajovic D.,1.68,2.2,1st Round,3.0,1.0
Paris,5/31/2021,Martinez P.,Korda S.,3.33,1.33,1st Round,3.0,0.0
Paris,5/31/2021,Alcaraz C.,Zapata Miralles B.,1.29,3.63,1st Round,3.0,1.0
Paris,5/31/2021,Majchrzak K.,Cazaux A.,1.57,2.41,1st Round,3.0,1.0
Paris,5/31/2021,Federer R.,Istomin D.,1.11,6.64,1st Round,3.0,0.0
Paris,5/31/2021,Harris L.,Sonego L.,5.8,1.14,1st Round,3.0,0.0
Paris,5/31/2021,Cilic M.,Rinderknech A.,1.73,2.12,1st Round,3.0,0.0
Paris,5/31/2021,Fritz T.,Sousa J.,1.14,5.89,1st Round,3.0,0.0
Paris,5/31/2021,Koepfer D.,Bourgue M.,1.24,4.08,1st Round,3.0,0.0
Paris,5/31/2021,Musetti L.,Goffin D.,1.71,2.16,1st Round,3.0,0.0
Paris,5/31/2021,Nishioka Y.,Tsonga J.W.,1.22,4.3,1st Round,3.0,1.0
Paris,6/1/2021,Cecchinato M.,Uchiyama Y.,1.05,11.27,1st Round,3.0,1.0
Paris,6/1/2021,Ymer M.,Carballes Baena R.,2.15,1.71,1st Round,3.0,2.0
Paris,6/1/2021,De Minaur A.,Travaglia S.,1.6,2.34,1st Round,3.0,0.0
Paris,6/1/2021,Berankis R.,Humbert U.,3.36,1.33,1st Round,3.0,1.0
Paris,6/1/2021,Karatsev A.,Brooksby J.,1.12,6.26,1st Round,3.0,0.0
Paris,6/1/2021,Bedene A.,Mannarino A.,1.27,3.79,1st Round,3.0,1.0
Paris,6/1/2021,Duckworth J.,Caruso S.,4.24,1.23,1st Round,3.0,1.0
Paris,6/1/2021,Struff J.L.,Rublev A.,7.14,1.1,1st Round,3.0,2.0
Paris,6/1/2021,Monfils G.,Ramos-Vinolas A.,2.21,1.67,1st Round,3.0,1.0
Paris,6/1/2021,Seppi A.,Auger-Aliassime F.,10.21,1.05,1st Round,3.0,1.0
Paris,6/1/2021,Bagnis F.,Bonzi B.,1.78,2.04,1st Round,3.0,0.0
Paris,6/1/2021,Kohlschreiber P.,Verdasco F.,1.7,2.16,1st Round,3.0,1.0
Paris,6/1/2021,Nadal R.,Popyrin A.,1.01,21.96,1st Round,3.0,0.0
Paris,6/1/2021,Coria F.,Lopez F.,1.6,2.35,1st Round,3.0,0.0
Paris,6/1/2021,Schwartzman D.,Lu Y.,1.01,21.2,1st Round,3.0,0.0
Paris,6/1/2021,Gasquet R.,Gaston H.,1.72,2.14,1st Round,3.0,0.0
Paris,6/1/2021,Berrettini M.,Daniel T.,1.06,10.64,1st Round,3.0,1.0
Paris,6/1/2021,Kwon S.W.,Anderson K.,2.91,1.41,1st Round,3.0,1.0
Paris,6/1/2021,Cuevas P.,Pouille L.,1.43,2.85,1st Round,3.0,0.0
Paris,6/1/2021,Djokovic N.,Sandgren T.,1.01,23.01,1st Round,3.0,0.0
Paris,6/2/2021,Delbonis F.,Andujar P.,1.73,2.13,2nd Round,3.0,2.0
Paris,6/2/2021,Djere L.,Kecmanovic M.,1.69,2.18,2nd Round,3.0,2.0
Paris,6/2/2021,Zverev A.,Safiullin R.,1.03,13.58,2nd Round,3.0,0.0
Paris,6/2/2021,Ruud C.,Majchrzak K.,1.04,11.8,2nd Round,3.0,0.0
Paris,6/2/2021,Laaksonen H.,Bautista Agut R.,8.93,1.07,2nd Round,3.0,1.0
Paris,6/2/2021,Davidovich Fokina A.,Van De Zandschulp B.,1.18,4.93,2nd Round,3.0,2.0
Paris,6/2/2021,Nishikori K.,Khachanov K.,1.95,1.87,2nd Round,3.0,2.0
Paris,6/2/2021,Fognini F.,Fucsovics M.,1.78,2.06,2nd Round,3.0,0.0
Paris,6/2/2021,Isner J.,Krajinovic F.,2.12,1.73,2nd Round,3.0,0.0
Paris,6/2/2021,Opelka R.,Munar J.,1.77,2.08,2nd Round,3.0,1.0
Paris,6/2/2021,Giron M.,Pella G.,2.66,1.48,2nd Round,3.0,1.0
Paris,6/2/2021,Tsitsipas S.,Martinez P.,1.02,14.76,2nd Round,3.0,0.0
Paris,6/2/2021,Garin C.,Mcdonald M.,1.25,3.94,2nd Round,3.0,2.0
Paris,6/2/2021,Carreno Busta P.,Couacaud E.,1.04,12.11,2nd Round,3.0,1.0
Paris,6/2/2021,Johnson S.,Monteiro T.,4.85,1.18,2nd Round,3.0,2.0
Paris,6/2/2021,Medvedev D.,Paul T.,1.31,3.46,2nd Round,3.0,1.0
Paris,6/3/2021,Kwon S.W.,Seppi A.,1.78,2.06,2nd Round,3.0,0.0
Paris,6/3/2021,Berrettini M.,Coria F.,1.06,10.2,2nd Round,3.0,0.0
Paris,6/3/2021,Kohlschreiber P.,Karatsev A.,7.05,1.1,2nd Round,3.0,1.0
Paris,6/3/2021,Schwartzman D.,Bedene A.,1.32,3.4,2nd Round,3.0,0.0
Paris,6/3/2021,Ymer M.,Monfils G.,2.97,1.4,2nd Round,3.0,1.0
Paris,6/3/2021,Koepfer D.,Fritz T.,2.86,1.43,2nd Round,3.0,1.0
Paris,6/3/2021,Musetti L.,Nishioka Y.,1.47,2.68,2nd Round,3.0,0.0
Paris,6/3/2021,Sinner J.,Mager G.,1.14,5.8,2nd Round,3.0,1.0
Paris,6/3/2021,Norrie C.,Harris L.,1.43,2.84,2nd Round,3.0,1.0
Paris,6/3/2021,Berankis R.,Duckworth J.,1.45,2.76,2nd Round,3.0,1.0
Paris,6/3/2021,Djokovic N.,Cuevas P.,1.01,18.38,2nd Round,3.0,0.0
Paris,6/3/2021,Cecchinato M.,De Minaur A.,1.96,1.86,2nd Round,3.0,1.0
Paris,6/3/2021,Federer R.,Cilic M.,1.43,2.84,2nd Round,3.0,1.0
Paris,6/3/2021,Struff J.L.,Bagnis F.,1.47,2.72,2nd Round,3.0,0.0
Paris,6/3/2021,Alcaraz C.,Basilashvili N.,1.68,2.21,2nd Round,3.0,0.0
Paris,6/3/2021,Nadal R.,Gasquet R.,1.01,21.15,2nd Round,3.0,0.0
Paris,6/4/2021,Davidovich Fokina A.,Ruud C.,3.79,1.27,3rd Round,3.0,2.0
Paris,6/4/2021,Delbonis F.,Fognini F.,2.43,1.57,3rd Round,3.0,0.0
Paris,6/4/2021,Nishikori K.,Laaksonen H.,1.32,3.39,3rd Round,1.0,0.0
Paris,6/4/2021,Zverev A.,Djere L.,1.16,5.4,3rd Round,3.0,0.0
Paris,6/4/2021,Garin C.,Giron M.,1.28,3.74,3rd Round,3.0,1.0
Paris,6/4/2021,Carreno Busta P.,Johnson S.,1.11,6.94,3rd Round,3.0,0.0
Paris,6/4/2021,Medvedev D.,Opelka R.,1.27,3.86,3rd Round,3.0,0.0
Paris,6/4/2021,Tsitsipas S.,Isner J.,1.13,6.13,3rd Round,3.0,1.0
Paris,6/5/2021,Musetti L.,Cecchinato M.,1.65,2.25,3rd Round,3.0,2.0
Paris,6/5/2021,Schwartzman D.,Kohlschreiber P.,1.17,5.11,3rd Round,3.0,0.0
Paris,6/5/2021,Struff J.L.,Alcaraz C.,2.42,1.57,3rd Round,3.0,0.0
Paris,6/5/2021,Sinner J.,Ymer M.,1.13,6.16,3rd Round,3.0,0.0
Paris,6/5/2021,Djokovic N.,Berankis R.,1.01,21.85,3rd Round,3.0,0.0
Paris,6/5/2021,Nadal R.,Norrie C.,1.02,15.87,3rd Round,3.0,0.0
Paris,6/5/2021,Berrettini M.,Kwon S.W.,1.07,9.06,3rd Round,3.0,0.0
Paris,6/5/2021,Federer R.,Koepfer D.,1.31,3.52,3rd Round,3.0,1.0
Paris,6/6/2021,Tsitsipas S.,Carreno Busta P.,1.14,5.79,4th Round,3.0,0.0
Paris,6/6/2021,Medvedev D.,Garin C.,1.36,3.18,4th Round,3.0,0.0
Paris,6/6/2021,Davidovich Fokina A.,Delbonis F.,1.74,2.11,4th Round,3.0,1.0
Paris,6/6/2021,Zverev A.,Nishikori K.,1.19,4.76,4th Round,3.0,0.0
Paris,6/7/2021,Berrettini M.,Federer R.,,,4th Round,,
Paris,6/7/2021,Schwartzman D.,Struff J.L.,1.45,2.77,4th Round,3.0,0.0
Paris,6/7/2021,Djokovic N.,Musetti L.,1.03,13.59,4th Round,2.0,2.0
Paris,6/7/2021,Nadal R.,Sinner J.,1.08,8.19,4th Round,3.0,0.0
Paris,6/8/2021,Zverev A.,Davidovich Fokina A.,1.12,6.37,Quarterfinals,3.0,0.0
Paris,6/8/2021,Tsitsipas S.,Medvedev D.,1.41,2.94,Quarterfinals,3.0,0.0
Paris,6/9/2021,Nadal R.,Schwartzman D.,1.05,10.82,Quarterfinals,3.0,1.0
Paris,6/9/2021,Djokovic N.,Berrettini M.,1.17,5.2,Quarterfinals,3.0,1.0
Paris,6/11/2021,Tsitsipas S.,Zverev A.,1.43,2.88,Semifinals,3.0,2.0
Paris,6/11/2021,Djokovic N.,Nadal R.,2.95,1.41,Semifinals,3.0,1.0
Paris,6/13/2021,Djokovic N.,Tsitsipas S.,1.38,3.11,The Final,3.0,2.0
Stuttgart,6/8/2021,Basilashvili N.,Brown D.,1.7,2.13,1st Round,2.0,0.0
Stuttgart,6/8/2021,Cilic M.,Molleker R.,1.08,8.0,1st Round,2.0,0.0
Stuttgart,6/8/2021,Humbert U.,Fucsovics M.,1.7,2.14,1st Round,2.0,0.0
Stuttgart,6/8/2021,Harris L.,Simon G.,1.32,3.37,1st Round,2.0,0.0
Stuttgart,6/9/2021,Querrey S.,Celikbilek A.,1.26,3.79,1st Round,2.0,0.0
Stuttgart,6/9/2021,Thompson J.,Pella G.,1.56,2.41,1st Round,2.0,0.0
Stuttgart,6/9/2021,Hanfmann Y.,Chardy J.,2.83,1.42,1st Round,2.0,0.0
Stuttgart,6/9/2021,Stricker D.,Albot R.,2.0,1.81,1st Round,2.0,0.0
Stuttgart,6/9/2021,Gojowczyk P.,Ivashka I.,1.39,3.03,1st Round,2.0,1.0
Stuttgart,6/9/2021,Duckworth J.,Mannarino A.,2.66,1.47,1st Round,2.0,0.0
Stuttgart,6/9/2021,Rodionov J.,Koepfer D.,4.45,1.2,1st Round,2.0,1.0
Stuttgart,6/9/2021,Lopez F.,Popyrin A.,2.17,1.67,1st Round,2.0,0.0
Stuttgart,6/10/2021,Querrey S.,Duckworth J.,1.48,2.62,2nd Round,2.0,0.0
Stuttgart,6/10/2021,Stricker D.,Hurkacz H.,2.71,1.45,2nd Round,2.0,0.0
Stuttgart,6/10/2021,Cilic M.,Basilashvili N.,1.35,3.19,2nd Round,2.0,0.0
Stuttgart,6/10/2021,Humbert U.,Hanfmann Y.,1.33,3.24,2nd Round,2.0,0.0
Stuttgart,6/10/2021,De Minaur A.,Thompson J.,1.33,3.32,2nd Round,2.0,1.0
Stuttgart,6/10/2021,Auger-Aliassime F.,Harris L.,1.59,2.35,2nd Round,2.0,0.0
Stuttgart,6/10/2021,Rodionov J.,Gojowczyk P.,3.21,1.34,2nd Round,0.0,0.0
Stuttgart,6/11/2021,Shapovalov D.,Lopez F.,1.66,2.2,2nd Round,2.0,1.0
Stuttgart,6/11/2021,Querrey S.,Stricker D.,1.59,2.35,Quarterfinals,2.0,1.0
Stuttgart,6/11/2021,Auger-Aliassime F.,Humbert U.,1.78,2.02,Quarterfinals,2.0,0.0
Stuttgart,6/11/2021,Cilic M.,Shapovalov D.,2.43,1.55,Quarterfinals,2.0,0.0
Stuttgart,6/11/2021,Rodionov J.,De Minaur A.,4.91,1.17,Quarterfinals,2.0,1.0
Stuttgart,6/12/2021,Auger-Aliassime F.,Querrey S.,1.46,2.7,Semifinals,2.0,0.0
Stuttgart,6/12/2021,Cilic M.,Rodionov J.,1.18,4.79,Semifinals,1.0,0.0
Stuttgart,6/13/2021,Cilic M.,Auger-Aliassime F.,1.77,2.05,The Final,2.0,0.0
Halle,6/14/2021,Moutet C.,Goffin D.,3.04,1.37,1st Round,1.0,1.0
Halle,6/14/2021,Thompson J.,Altmaier D.,1.34,3.22,1st Round,2.0,0.0
Halle,6/14/2021,Giron M.,Pospisil V.,2.01,1.79,1st Round,2.0,0.0
Halle,6/14/2021,Federer R.,Ivashka I.,1.14,5.69,1st Round,2.0,0.0
Halle,6/14/2021,Korda S.,Bautista Agut R.,2.78,1.43,1st Round,2.0,0.0
Halle,6/15/2021,Harris L.,Monfils G.,1.6,2.33,1st Round,2.0,0.0
Halle,6/15/2021,Nishikori K.,Berankis R.,1.37,3.08,1st Round,2.0,1.0
Halle,6/15/2021,Lacko L.,Pella G.,1.89,1.9,1st Round,2.0,1.0
Halle,6/15/2021,Struff J.L.,Medvedev D.,3.96,1.24,1st Round,2.0,0.0
Halle,6/15/2021,Kohlschreiber P.,Rodionov J.,1.41,2.87,1st Round,2.0,0.0
Halle,6/15/2021,Basilashvili N.,Simon G.,1.58,2.37,1st Round,2.0,1.0
Halle,6/15/2021,Rublev A.,Khachanov K.,1.53,2.5,1st Round,2.0,0.0
Halle,6/15/2021,Auger-Aliassime F.,Hurkacz H.,1.55,2.45,1st Round,2.0,0.0
Halle,6/15/2021,Zverev A.,Koepfer D.,1.21,4.33,1st Round,2.0,1.0
Halle,6/15/2021,Humbert U.,Querrey S.,1.57,2.36,1st Round,2.0,1.0
Halle,6/15/2021,Rinderknech A.,Hanfmann Y.,1.77,2.05,1st Round,2.0,0.0
Halle,6/16/2021,Kohlschreiber P.,Moutet C.,1.47,2.66,2nd Round,2.0,0.0
Halle,6/16/2021,Rublev A.,Thompson J.,1.22,4.25,2nd Round,2.0,0.0
Halle,6/16/2021,Auger-Aliassime F.,Federer R.,2.65,1.47,2nd Round,2.0,1.0
Halle,6/16/2021,Giron M.,Struff J.L.,3.12,1.35,2nd Round,2.0,1.0
Halle,6/17/2021,Korda S.,Nishikori K.,1.74,2.09,2nd Round,2.0,1.0
Halle,6/17/2021,Harris L.,Lacko L.,1.26,3.84,2nd Round,2.0,0.0
Halle,6/17/2021,Humbert U.,Zverev A.,2.89,1.41,2nd Round,2.0,1.0
Halle,6/17/2021,Basilashvili N.,Rinderknech A.,2.13,1.7,2nd Round,2.0,0.0
Halle,6/18/2021,Rublev A.,Kohlschreiber P.,1.27,3.67,Quarterfinals,2.0,0.0
Halle,6/18/2021,Basilashvili N.,Harris L.,2.27,1.63,Quarterfinals,2.0,0.0
Halle,6/18/2021,Auger-Aliassime F.,Giron M.,1.26,3.82,Quarterfinals,2.0,0.0
Halle,6/18/2021,Humbert U.,Korda S.,1.67,2.19,Quarterfinals,2.0,1.0
Halle,6/19/2021,Rublev A.,Basilashvili N.,1.24,4.01,Semifinals,2.0,1.0
Halle,6/19/2021,Humbert U.,Auger-Aliassime F.,2.32,1.61,Semifinals,2.0,1.0
Halle,6/20/2021,Humbert U.,Rublev A.,2.92,1.4,The Final,2.0,0.0
Queens Club,6/14/2021,Draper J.,Sinner J.,6.88,1.1,1st Round,2.0,0.0
Queens Club,6/14/2021,Millman J.,Opelka R.,3.11,1.36,1st Round,2.0,1.0
Queens Club,6/14/2021,Norrie C.,Ramos-Vinolas A.,1.31,3.41,1st Round,2.0,1.0
Queens Club,6/14/2021,Mannarino A.,Broady L.,1.59,2.33,1st Round,2.0,0.0
Queens Club,6/14/2021,Lopez F.,Marchenko I.,1.37,3.07,1st Round,2.0,0.0
Queens Club,6/14/2021,Troicki V.,Sonego L.,2.41,1.57,1st Round,2.0,0.0
Queens Club,6/14/2021,Karatsev A.,Tabilo A.,1.2,4.44,1st Round,2.0,1.0
Queens Club,6/15/2021,Berrettini M.,Travaglia S.,1.2,4.5,1st Round,2.0,0.0
Queens Club,6/15/2021,Bublik A.,Chardy J.,2.09,1.73,1st Round,2.0,1.0
Queens Club,6/15/2021,De Minaur A.,Djere L.,1.09,7.19,1st Round,2.0,1.0
Queens Club,6/15/2021,Evans D.,Popyrin A.,1.53,2.49,1st Round,2.0,0.0
Queens Club,6/15/2021,Tiafoe F.,Bedene A.,1.56,2.41,1st Round,2.0,1.0
Queens Club,6/15/2021,Murray A.,Paire B.,1.52,2.5,1st Round,2.0,0.0
Queens Club,6/15/2021,Fognini F.,Lu Y.,1.31,3.41,1st Round,2.0,0.0
Queens Club,6/15/2021,Shapovalov D.,Vukic A.,1.15,5.24,1st Round,2.0,0.0
Queens Club,6/15/2021,Cilic M.,Ofner S.,1.11,6.3,1st Round,2.0,1.0
Queens Club,6/16/2021,De Minaur A.,Millman J.,1.32,3.34,2nd Round,2.0,0.0
Queens Club,6/16/2021,Norrie C.,Karatsev A.,2.07,1.74,2nd Round,2.0,0.0
Queens Club,6/16/2021,Draper J.,Bublik A.,2.58,1.5,2nd Round,2.0,0.0
Queens Club,6/16/2021,Cilic M.,Fognini F.,1.25,3.83,2nd Round,2.0,0.0
Queens Club,6/17/2021,Evans D.,Mannarino A.,1.55,2.42,2nd Round,2.0,0.0
Queens Club,6/17/2021,Berrettini M.,Murray A.,1.33,3.23,2nd Round,2.0,0.0
Queens Club,6/17/2021,Shapovalov D.,Lopez F.,1.46,2.69,2nd Round,2.0,0.0
Queens Club,6/17/2021,Tiafoe F.,Troicki V.,1.44,2.74,2nd Round,2.0,0.0
Queens Club,6/18/2021,Berrettini M.,Evans D.,1.4,2.89,Quarterfinals,2.0,0.0
Queens Club,6/18/2021,De Minaur A.,Cilic M.,1.96,1.84,Quarterfinals,2.0,1.0
Queens Club,6/18/2021,Norrie C.,Draper J.,1.45,2.71,Quarterfinals,2.0,0.0
Queens Club,6/19/2021,Shapovalov D.,Tiafoe F.,1.38,3.0,Quarterfinals,2.0,0.0
Queens Club,6/19/2021,Berrettini M.,De Minaur A.,1.37,3.03,Semifinals,2.0,0.0
Queens Club,6/19/2021,Norrie C.,Shapovalov D.,2.64,1.47,Semifinals,2.0,0.0
Queens Club,6/20/2021,Berrettini M.,Norrie C.,1.28,3.65,The Final,2.0,1.0
Eastbourne,6/22/2021,Gerasimov E.,Tsonga J.W.,2.27,1.62,1st Round,2.0,0.0
Eastbourne,6/22/2021,Popyrin A.,Gombos N.,1.34,3.19,1st Round,2.0,1.0
Eastbourne,6/22/2021,Ivashka I.,Gray A.,1.07,8.4,1st Round,2.0,0.0
Eastbourne,6/22/2021,Millman J.,Clarke J.,1.27,3.65,1st Round,2.0,0.0
Eastbourne,6/22/2021,Bublik A.,Kukushkin M.,1.44,2.75,1st Round,2.0,0.0
Eastbourne,6/22/2021,Purcell M.,Duckworth J.,3.14,1.35,1st Round,2.0,1.0
Eastbourne,6/22/2021,Ruusuvuori E.,Ramos-Vinolas A.,1.57,2.38,1st Round,2.0,0.0
Eastbourne,6/22/2021,Seppi A.,Nishioka Y.,1.53,2.47,1st Round,2.0,0.0
Eastbourne,6/22/2021,Davidovich Fokina A.,Ymer M.,1.7,2.12,1st Round,2.0,0.0
Eastbourne,6/22/2021,Fucsovics M.,Bedene A.,1.86,1.94,1st Round,2.0,1.0
Eastbourne,6/22/2021,Pospisil V.,Ward J.,1.28,3.6,1st Round,2.0,0.0
Eastbourne,6/22/2021,Broady L.,Tiafoe F.,3.8,1.26,1st Round,2.0,0.0
Eastbourne,6/23/2021,Purcell M.,Monfils G.,2.92,1.4,2nd Round,2.0,1.0
Eastbourne,6/23/2021,Bublik A.,Gerasimov E.,1.41,2.88,2nd Round,2.0,0.0
Eastbourne,6/23/2021,Seppi A.,Ruusuvuori E.,2.16,1.68,2nd Round,2.0,0.0
Eastbourne,6/23/2021,Sonego L.,Millman J.,1.83,1.96,2nd Round,2.0,0.0
Eastbourne,6/23/2021,Ivashka I.,Popyrin A.,1.86,1.93,2nd Round,2.0,1.0
Eastbourne,6/23/2021,Pospisil V.,Davidovich Fokina A.,1.97,1.82,2nd Round,1.0,0.0
Eastbourne,6/23/2021,Kwon S.W.,Fucsovics M.,2.38,1.57,2nd Round,2.0,1.0
Eastbourne,6/23/2021,De Minaur A.,Broady L.,1.16,5.2,2nd Round,2.0,0.0
Eastbourne,6/24/2021,Sonego L.,Bublik A.,2.05,1.76,Quarterfinals,2.0,0.0
Eastbourne,6/24/2021,Purcell M.,Seppi A.,2.85,1.41,Quarterfinals,2.0,1.0
Eastbourne,6/24/2021,Kwon S.W.,Ivashka I.,2.4,1.57,Quarterfinals,2.0,0.0
Eastbourne,6/24/2021,De Minaur A.,Pospisil V.,1.44,2.75,Quarterfinals,2.0,0.0
Eastbourne,6/25/2021,Sonego L.,Purcell M.,1.22,4.28,Semifinals,2.0,1.0
Eastbourne,6/25/2021,De Minaur A.,Kwon S.W.,1.21,4.38,Semifinals,2.0,0.0
Eastbourne,6/26/2021,De Minaur A.,Sonego L.,1.42,2.86,The Final,2.0,1.0
Mallorca,6/20/2021,Thompson J.,Andujar P.,1.22,4.2,1st Round,2.0,1.0
Mallorca,6/20/2021,Mannarino A.,Struff J.L.,2.33,1.59,1st Round,2.0,0.0
Mallorca,6/21/2021,Ruud C.,Simon G.,1.56,2.39,1st Round,2.0,0.0
Mallorca,6/21/2021,Moutet C.,Harris L.,2.52,1.51,1st Round,2.0,0.0
Mallorca,6/21/2021,Travaglia S.,Pella G.,1.6,2.32,1st Round,2.0,0.0
Mallorca,6/21/2021,Klein L.,Lajovic D.,1.9,1.89,1st Round,2.0,0.0
Mallorca,6/21/2021,Sandgren T.,Munar J.,1.6,2.32,1st Round,2.0,0.0
Mallorca,6/21/2021,Khachanov K.,Pouille L.,1.35,3.15,1st Round,2.0,1.0
Mallorca,6/21/2021,Vesely J.,Caruso S.,1.41,2.86,1st Round,2.0,0.0
Mallorca,6/21/2021,Lopez F.,Kuhn N.,1.24,3.98,1st Round,2.0,0.0
Mallorca,6/22/2021,Querrey S.,Carballes Baena R.,1.27,3.64,1st Round,2.0,1.0
Mallorca,6/22/2021,Humbert U.,Kecmanovic M.,1.55,2.41,1st Round,2.0,1.0
Mallorca,6/22/2021,Ruud C.,Sandgren T.,1.47,2.63,2nd Round,2.0,0.0
Mallorca,6/22/2021,Medvedev D.,Moutet C.,1.16,5.09,2nd Round,2.0,0.0
Mallorca,6/22/2021,Mannarino A.,Thiem D.,2.33,1.59,2nd Round,0.0,0.0
