Location,Surface,Date,Tournament
Moscow,Hard,10/23/2015,Kremlin Cup
Moscow,Hard,10/24/2015,Kremlin Cup
Moscow,Hard,10/25/2015,Kremlin Cup
Stockholm,Hard,10/19/2015,Stockholm Open
Stockholm,Hard,10/20/2015,Stockholm Open
Stockholm,Hard,10/21/2015,Stockholm Open
Stockholm,Hard,10/22/2015,Stockholm Open
Stockholm,Hard,10/23/2015,Stockholm Open
Stockholm,Hard,10/24/2015,Stockholm Open
Stockholm,Hard,10/25/2015,Stockholm Open
Vienna,Hard,10/19/2015,Erste Bank Open
Vienna,Hard,10/20/2015,Erste Bank Open
Vienna,Hard,10/21/2015,Erste Bank Open
Vienna,Hard,10/22/2015,Erste Bank Open
Vienna,Hard,10/23/2015,Erste Bank Open
Vienna,Hard,10/24/2015,Erste Bank Open
Vienna,Hard,10/25/2015,Erste Bank Open
Basel,Hard,10/26/2015,Swiss Indoors
Basel,Hard,10/27/2015,Swiss Indoors
Basel,Hard,10/28/2015,Swiss Indoors
Basel,Hard,10/29/2015,Swiss Indoors
Basel,Hard,10/30/2015,Swiss Indoors
Basel,Hard,10/31/2015,Swiss Indoors
Basel,Hard,11/1/2015,Swiss Indoors
Valencia,Hard,10/26/2015,Valencia Open 500
Valencia,Hard,10/27/2015,Valencia Open 500
Valencia,Hard,10/28/2015,Valencia Open 500
Valencia,Hard,10/29/2015,Valencia Open 500
Valencia,Hard,10/30/2015,Valencia Open 500
Valencia,Hard,10/31/2015,Valencia Open 500
Valencia,Hard,11/1/2015,Valencia Open 500
Paris,Hard,11/2/2015,BNP Paribas Masters
Paris,Hard,11/3/2015,BNP Paribas Masters
Paris,Hard,11/4/2015,BNP Paribas Masters
Paris,Hard,11/5/2015,BNP Paribas Masters
Paris,Hard,11/6/2015,BNP Paribas Masters
Paris,Hard,11/7/2015,BNP Paribas Masters
Paris,Hard,11/8/2015,BNP Paribas Masters
London,Hard,11/15/2015,Masters Cup
London,Hard,11/16/2015,Masters Cup
London,Hard,11/17/2015,Masters Cup
London,Hard,11/18/2015,Masters Cup
London,Hard,11/19/2015,Masters Cup
London,Hard,11/20/2015,Masters Cup
London,Hard,11/21/2015,Masters Cup
London,Hard,11/22/2015,Masters Cup
Brisbane,Hard,1/4/2016,Brisbane International
Brisbane,Hard,1/5/2016,Brisbane International
Brisbane,Hard,1/6/2016,Brisbane International
Brisbane,Hard,1/7/2016,Brisbane International
Brisbane,Hard,1/8/2016,Brisbane International
Brisbane,Hard,1/9/2016,Brisbane International
Brisbane,Hard,1/10/2016,Brisbane International
Chennai,Hard,1/4/2016,Chennai Open
Chennai,Hard,1/5/2016,Chennai Open
Chennai,Hard,1/6/2016,Chennai Open
Chennai,Hard,1/7/2016,Chennai Open
Chennai,Hard,1/8/2016,Chennai Open
Chennai,Hard,1/9/2016,Chennai Open
Chennai,Hard,1/10/2016,Chennai Open
Doha,Hard,1/4/2016,Qatar Exxon Mobil Open
Doha,Hard,1/5/2016,Qatar Exxon Mobil Open
Doha,Hard,1/6/2016,Qatar Exxon Mobil Open
Doha,Hard,1/7/2016,Qatar Exxon Mobil Open
Doha,Hard,1/8/2016,Qatar Exxon Mobil Open
Doha,Hard,1/9/2016,Qatar Exxon Mobil Open
Auckland,Hard,1/10/2016,ASB Classic
Auckland,Hard,1/11/2016,ASB Classic
Auckland,Hard,1/12/2016,ASB Classic
Auckland,Hard,1/13/2016,ASB Classic
Auckland,Hard,1/14/2016,ASB Classic
Auckland,Hard,1/15/2016,ASB Classic
Auckland,Hard,1/16/2016,ASB Classic
Sydney,Hard,1/11/2016,Apia International
Sydney,Hard,1/12/2016,Apia International
Sydney,Hard,1/13/2016,Apia International
Sydney,Hard,1/15/2016,Apia International
Sydney,Hard,1/16/2016,Apia International
Melbourne,Hard,1/18/2016,Australian Open
Melbourne,Hard,1/19/2016,Australian Open
Melbourne,Hard,1/20/2016,Australian Open
Melbourne,Hard,1/21/2016,Australian Open
Melbourne,Hard,1/22/2016,Australian Open
Melbourne,Hard,1/23/2016,Australian Open
Melbourne,Hard,1/24/2016,Australian Open
Melbourne,Hard,1/25/2016,Australian Open
Melbourne,Hard,1/26/2016,Australian Open
Melbourne,Hard,1/27/2016,Australian Open
Melbourne,Hard,1/28/2016,Australian Open
Melbourne,Hard,1/29/2016,Australian Open
Melbourne,Hard,1/31/2016,Australian Open
Montpellier,Hard,2/1/2016,Open Sud de France
Montpellier,Hard,2/2/2016,Open Sud de France
Montpellier,Hard,2/3/2016,Open Sud de France
Montpellier,Hard,2/4/2016,Open Sud de France
Montpellier,Hard,2/5/2016,Open Sud de France
Montpellier,Hard,2/6/2016,Open Sud de France
Montpellier,Hard,2/7/2016,Open Sud de France
Quito,Clay,2/1/2016,Ecuador Open
Quito,Clay,2/2/2016,Ecuador Open
Quito,Clay,2/3/2016,Ecuador Open
Quito,Clay,2/4/2016,Ecuador Open
Quito,Clay,2/5/2016,Ecuador Open
Quito,Clay,2/6/2016,Ecuador Open
Quito,Clay,2/7/2016,Ecuador Open
Sofia,Hard,2/1/2016,Garanti Koza Sofia Open
Sofia,Hard,2/2/2016,Garanti Koza Sofia Open
Sofia,Hard,2/3/2016,Garanti Koza Sofia Open
Sofia,Hard,2/4/2016,Garanti Koza Sofia Open
Sofia,Hard,2/5/2016,Garanti Koza Sofia Open
Sofia,Hard,2/6/2016,Garanti Koza Sofia Open
Sofia,Hard,2/7/2016,Garanti Koza Sofia Open
Buenos Aires,Clay,2/8/2016,Argentina Open
Buenos Aires,Clay,2/9/2016,Argentina Open
Buenos Aires,Clay,2/10/2016,Argentina Open
Buenos Aires,Clay,2/11/2016,Argentina Open
Buenos Aires,Clay,2/12/2016,Argentina Open
Buenos Aires,Clay,2/13/2016,Argentina Open
Buenos Aires,Clay,2/14/2016,Argentina Open
Memphis,Hard,2/8/2016,Memphis Open
Memphis,Hard,2/9/2016,Memphis Open
Memphis,Hard,2/10/2016,Memphis Open
Memphis,Hard,2/11/2016,Memphis Open
Memphis,Hard,2/12/2016,Memphis Open
Memphis,Hard,2/13/2016,Memphis Open
Memphis,Hard,2/14/2016,Memphis Open
Rotterdam,Hard,2/8/2016,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/9/2016,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/10/2016,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/11/2016,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/12/2016,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/13/2016,ABN AMRO World Tennis Tournament
Rotterdam,Hard,2/14/2016,ABN AMRO World Tennis Tournament
Delray Beach,Hard,2/15/2016,Delray Beach Open
Delray Beach,Hard,2/16/2016,Delray Beach Open
Delray Beach,Hard,2/17/2016,Delray Beach Open
Delray Beach,Hard,2/18/2016,Delray Beach Open
Delray Beach,Hard,2/19/2016,Delray Beach Open
Delray Beach,Hard,2/20/2016,Delray Beach Open
Delray Beach,Hard,2/21/2016,Delray Beach Open
Marseille,Hard,2/15/2016,Open 13
Marseille,Hard,2/16/2016,Open 13
Marseille,Hard,2/17/2016,Open 13
Marseille,Hard,2/18/2016,Open 13
Marseille,Hard,2/19/2016,Open 13
Marseille,Hard,2/20/2016,Open 13
Marseille,Hard,2/21/2016,Open 13
Rio de Janeiro,Clay,2/15/2016,Rio Open
Rio de Janeiro,Clay,2/16/2016,Rio Open
Rio de Janeiro,Clay,2/17/2016,Rio Open
Rio de Janeiro,Clay,2/18/2016,Rio Open
Rio de Janeiro,Clay,2/19/2016,Rio Open
Rio de Janeiro,Clay,2/20/2016,Rio Open
Rio de Janeiro,Clay,2/21/2016,Rio Open
Acapulco,Hard,2/22/2016,Abierto Mexicano
Acapulco,Hard,2/23/2016,Abierto Mexicano
Acapulco,Hard,2/24/2016,Abierto Mexicano
Acapulco,Hard,2/25/2016,Abierto Mexicano
Acapulco,Hard,2/26/2016,Abierto Mexicano
Acapulco,Hard,2/27/2016,Abierto Mexicano
Acapulco,Hard,2/28/2016,Abierto Mexicano
Dubai ,Hard,2/22/2016,Dubai Tennis Championships
Dubai ,Hard,2/23/2016,Dubai Tennis Championships
Dubai ,Hard,2/24/2016,Dubai Tennis Championships
Dubai ,Hard,2/25/2016,Dubai Tennis Championships
Dubai ,Hard,2/26/2016,Dubai Tennis Championships
Dubai ,Hard,2/27/2016,Dubai Tennis Championships
Sao Paulo,Clay,2/22/2016,Brasil Open
Sao Paulo,Clay,2/23/2016,Brasil Open
Sao Paulo,Clay,2/25/2016,Brasil Open
Sao Paulo,Clay,2/26/2016,Brasil Open
Sao Paulo,Clay,2/27/2016,Brasil Open
Sao Paulo,Clay,2/28/2016,Brasil Open
Indian Wells,Hard,3/10/2016,BNP Paribas Open
Indian Wells,Hard,3/11/2016,BNP Paribas Open
Indian Wells,Hard,3/12/2016,BNP Paribas Open
Indian Wells,Hard,3/13/2016,BNP Paribas Open
Indian Wells,Hard,3/14/2016,BNP Paribas Open
Indian Wells,Hard,3/15/2016,BNP Paribas Open
Indian Wells,Hard,3/16/2016,BNP Paribas Open
Indian Wells,Hard,3/17/2016,BNP Paribas Open
Indian Wells,Hard,3/18/2016,BNP Paribas Open
Indian Wells,Hard,3/19/2016,BNP Paribas Open
Indian Wells,Hard,3/20/2016,BNP Paribas Open
Miami,Hard,3/23/2016,Sony Ericsson Open
Miami,Hard,3/24/2016,Sony Ericsson Open
Miami,Hard,3/25/2016,Sony Ericsson Open
Miami,Hard,3/26/2016,Sony Ericsson Open
Miami,Hard,3/27/2016,Sony Ericsson Open
Miami,Hard,3/28/2016,Sony Ericsson Open
Miami,Hard,3/29/2016,Sony Ericsson Open
Miami,Hard,3/30/2016,Sony Ericsson Open
Miami,Hard,3/31/2016,Sony Ericsson Open
Miami,Hard,4/1/2016,Sony Ericsson Open
Miami,Hard,4/2/2016,Sony Ericsson Open
Miami,Hard,4/3/2016,Sony Ericsson Open
Houston,Clay,4/4/2016,U.S. Men's Clay Court Championships
Houston,Clay,4/5/2016,U.S. Men's Clay Court Championships
Houston,Clay,4/6/2016,U.S. Men's Clay Court Championships
Houston,Clay,4/7/2016,U.S. Men's Clay Court Championships
Houston,Clay,4/8/2016,U.S. Men's Clay Court Championships
Houston,Clay,4/9/2016,U.S. Men's Clay Court Championships
Houston,Clay,4/10/2016,U.S. Men's Clay Court Championships
Marrakech,Clay,4/4/2016,Grand Prix Hassan II
Marrakech,Clay,4/5/2016,Grand Prix Hassan II
Marrakech,Clay,4/6/2016,Grand Prix Hassan II
Marrakech,Clay,4/7/2016,Grand Prix Hassan II
Marrakech,Clay,4/8/2016,Grand Prix Hassan II
Marrakech,Clay,4/9/2016,Grand Prix Hassan II
Marrakech,Clay,4/10/2016,Grand Prix Hassan II
Monte Carlo,Clay,4/10/2016,Monte Carlo Masters
Monte Carlo,Clay,4/11/2016,Monte Carlo Masters
Monte Carlo,Clay,4/12/2016,Monte Carlo Masters
Monte Carlo,Clay,4/13/2016,Monte Carlo Masters
Monte Carlo,Clay,4/14/2016,Monte Carlo Masters
Monte Carlo,Clay,4/15/2016,Monte Carlo Masters
Monte Carlo,Clay,4/16/2016,Monte Carlo Masters
Monte Carlo,Clay,4/17/2016,Monte Carlo Masters
Barcelona,Clay,4/18/2016,Open Banco Sabadell
Barcelona,Clay,4/19/2016,Open Banco Sabadell
Barcelona,Clay,4/20/2016,Open Banco Sabadell
Barcelona,Clay,4/21/2016,Open Banco Sabadell
Barcelona,Clay,4/22/2016,Open Banco Sabadell
Barcelona,Clay,4/23/2016,Open Banco Sabadell
Barcelona,Clay,4/24/2016,Open Banco Sabadell
Bucharest,Clay,4/18/2016,BRD Nastase Tiriac Trophy
Bucharest,Clay,4/19/2016,BRD Nastase Tiriac Trophy
Bucharest,Clay,4/21/2016,BRD Nastase Tiriac Trophy
Bucharest,Clay,4/22/2016,BRD Nastase Tiriac Trophy
Bucharest,Clay,4/23/2016,BRD Nastase Tiriac Trophy
Bucharest,Clay,4/24/2016,BRD Nastase Tiriac Trophy
Estoril,Clay,4/25/2016,Millenium Estoril Open
Estoril,Clay,4/26/2016,Millenium Estoril Open
Estoril,Clay,4/27/2016,Millenium Estoril Open
Estoril,Clay,4/28/2016,Millenium Estoril Open
Estoril,Clay,4/29/2016,Millenium Estoril Open
Estoril,Clay,4/30/2016,Millenium Estoril Open
Estoril,Clay,5/1/2016,Millenium Estoril Open
Istanbul,Clay,4/25/2016,Istanbul Open
Istanbul,Clay,4/26/2016,Istanbul Open
Istanbul,Clay,4/27/2016,Istanbul Open
Istanbul,Clay,4/28/2016,Istanbul Open
Istanbul,Clay,4/29/2016,Istanbul Open
Istanbul,Clay,4/30/2016,Istanbul Open
Istanbul,Clay,5/1/2016,Istanbul Open
Munich,Clay,4/25/2016,BMW Open
Munich,Clay,4/26/2016,BMW Open
Munich,Clay,4/27/2016,BMW Open
Munich,Clay,4/28/2016,BMW Open
Munich,Clay,4/29/2016,BMW Open
Munich,Clay,4/30/2016,BMW Open
Munich,Clay,5/1/2016,BMW Open
Madrid,Clay,5/1/2016,Mutua Madrid Open
Madrid,Clay,5/2/2016,Mutua Madrid Open
Madrid,Clay,5/3/2016,Mutua Madrid Open
Madrid,Clay,5/4/2016,Mutua Madrid Open
Madrid,Clay,5/5/2016,Mutua Madrid Open
Madrid,Clay,5/6/2016,Mutua Madrid Open
Madrid,Clay,5/7/2016,Mutua Madrid Open
Madrid,Clay,5/8/2016,Mutua Madrid Open
Rome,Clay,5/8/2016,Internazionali BNL d'Italia
Rome,Clay,5/9/2016,Internazionali BNL d'Italia
Rome,Clay,5/10/2016,Internazionali BNL d'Italia
Rome,Clay,5/11/2016,Internazionali BNL d'Italia
Rome,Clay,5/12/2016,Internazionali BNL d'Italia
Rome,Clay,5/13/2016,Internazionali BNL d'Italia
Rome,Clay,5/14/2016,Internazionali BNL d'Italia
Rome,Clay,5/15/2016,Internazionali BNL d'Italia
Geneva,Clay,5/15/2016,Geneva Open
Geneva,Clay,5/16/2016,Geneva Open
Geneva,Clay,5/17/2016,Geneva Open
Geneva,Clay,5/18/2016,Geneva Open
Geneva,Clay,5/19/2016,Geneva Open
Geneva,Clay,5/20/2016,Geneva Open
Geneva,Clay,5/21/2016,Geneva Open
Nice,Clay,5/15/2016,Open de Nice Côte d’Azur
Nice,Clay,5/16/2016,Open de Nice Côte d’Azur
Nice,Clay,5/17/2016,Open de Nice Côte d’Azur
Nice,Clay,5/18/2016,Open de Nice Côte d’Azur
Nice,Clay,5/19/2016,Open de Nice Côte d’Azur
Nice,Clay,5/20/2016,Open de Nice Côte d’Azur
Nice,Clay,5/21/2016,Open de Nice Côte d’Azur
Paris,Clay,5/22/2016,French Open
Paris,Clay,5/23/2016,French Open
Paris,Clay,5/24/2016,French Open
Paris,Clay,5/25/2016,French Open
Paris,Clay,5/26/2016,French Open
Paris,Clay,5/27/2016,French Open
Paris,Clay,5/28/2016,French Open
Paris,Clay,5/29/2016,French Open
Paris,Clay,6/1/2016,French Open
Paris,Clay,6/2/2016,French Open
Paris,Clay,6/3/2016,French Open
Paris,Clay,6/5/2016,French Open
's-Hertogenbosch,Grass,6/6/2016,Topshelf Open
's-Hertogenbosch,Grass,6/7/2016,Topshelf Open
's-Hertogenbosch,Grass,6/8/2016,Topshelf Open
's-Hertogenbosch,Grass,6/9/2016,Topshelf Open
's-Hertogenbosch,Grass,6/10/2016,Topshelf Open
's-Hertogenbosch,Grass,6/11/2016,Topshelf Open
's-Hertogenbosch,Grass,6/12/2016,Topshelf Open
Stuttgart,Grass,6/6/2016,Mercedes Cup
Stuttgart,Grass,6/7/2016,Mercedes Cup
Stuttgart,Grass,6/8/2016,Mercedes Cup
Stuttgart,Grass,6/9/2016,Mercedes Cup
Stuttgart,Grass,6/10/2016,Mercedes Cup
Stuttgart,Grass,6/11/2016,Mercedes Cup
Stuttgart,Grass,6/12/2016,Mercedes Cup
Halle,Grass,6/13/2016,Gerry Weber Open
Halle,Grass,6/14/2016,Gerry Weber Open
Halle,Grass,6/15/2016,Gerry Weber Open
Halle,Grass,6/16/2016,Gerry Weber Open
Halle,Grass,6/17/2016,Gerry Weber Open
Halle,Grass,6/18/2016,Gerry Weber Open
Halle,Grass,6/19/2016,Gerry Weber Open
Queens Club,Grass,6/13/2016,AEGON Championships
Queens Club,Grass,6/14/2016,AEGON Championships
Queens Club,Grass,6/15/2016,AEGON Championships
Queens Club,Grass,6/16/2016,AEGON Championships
Queens Club,Grass,6/17/2016,AEGON Championships
Queens Club,Grass,6/18/2016,AEGON Championships
Queens Club,Grass,6/19/2016,AEGON Championships
Nottingham,Grass,6/19/2016,AEGON Open
Nottingham,Grass,6/20/2016,AEGON Open
Nottingham,Grass,6/21/2016,AEGON Open
Nottingham,Grass,6/22/2016,AEGON Open
Nottingham,Grass,6/23/2016,AEGON Open
Nottingham,Grass,6/24/2016,AEGON Open
Nottingham,Grass,6/25/2016,AEGON Open
London,Grass,6/27/2016,Wimbledon
London,Grass,6/28/2016,Wimbledon
London,Grass,6/29/2016,Wimbledon
London,Grass,6/30/2016,Wimbledon
London,Grass,7/1/2016,Wimbledon
London,Grass,7/2/2016,Wimbledon
London,Grass,7/3/2016,Wimbledon
London,Grass,7/4/2016,Wimbledon
London,Grass,7/5/2016,Wimbledon
London,Grass,7/6/2016,Wimbledon
London,Grass,7/8/2016,Wimbledon
London,Grass,7/10/2016,Wimbledon
Bastad,Clay,7/11/2016,SkiStar Swedish Open
Bastad,Clay,7/12/2016,SkiStar Swedish Open
Bastad,Clay,7/13/2016,SkiStar Swedish Open
Bastad,Clay,7/14/2016,SkiStar Swedish Open
Bastad,Clay,7/15/2016,SkiStar Swedish Open
Bastad,Clay,7/16/2016,SkiStar Swedish Open
Bastad,Clay,7/17/2016,SkiStar Swedish Open
Hamburg,Clay,7/11/2016,German Tennis Championships
Hamburg,Clay,7/12/2016,German Tennis Championships
Hamburg,Clay,7/13/2016,German Tennis Championships
Hamburg,Clay,7/14/2016,German Tennis Championships
Hamburg,Clay,7/15/2016,German Tennis Championships
Hamburg,Clay,7/16/2016,German Tennis Championships
Hamburg,Clay,7/17/2016,German Tennis Championships
Newport,Grass,7/11/2016,Hall of Fame Championships
Newport,Grass,7/12/2016,Hall of Fame Championships
Newport,Grass,7/13/2016,Hall of Fame Championships
Newport,Grass,7/14/2016,Hall of Fame Championships
Newport,Grass,7/15/2016,Hall of Fame Championships
Newport,Grass,7/16/2016,Hall of Fame Championships
Newport,Grass,7/17/2016,Hall of Fame Championships
Gstaad,Clay,7/18/2016,Suisse Open Gstaad
Gstaad,Clay,7/19/2016,Suisse Open Gstaad
Gstaad,Clay,7/20/2016,Suisse Open Gstaad
Gstaad,Clay,7/21/2016,Suisse Open Gstaad
Gstaad,Clay,7/22/2016,Suisse Open Gstaad
Gstaad,Clay,7/23/2016,Suisse Open Gstaad
Gstaad,Clay,7/24/2016,Suisse Open Gstaad
Kitzbuhel,Clay,7/18/2016,Generali Open
Kitzbuhel,Clay,7/19/2016,Generali Open
Kitzbuhel,Clay,7/20/2016,Generali Open
Kitzbuhel,Clay,7/21/2016,Generali Open
Kitzbuhel,Clay,7/22/2016,Generali Open
Kitzbuhel,Clay,7/23/2016,Generali Open
Umag,Clay,7/18/2016,Konzum Croatia Open
Umag,Clay,7/19/2016,Konzum Croatia Open
Umag,Clay,7/20/2016,Konzum Croatia Open
Umag,Clay,7/21/2016,Konzum Croatia Open
Umag,Clay,7/22/2016,Konzum Croatia Open
Umag,Clay,7/23/2016,Konzum Croatia Open
Umag,Clay,7/24/2016,Konzum Croatia Open
Washington,Hard,7/19/2016,Citi Open
Washington,Hard,7/20/2016,Citi Open
Washington,Hard,7/21/2016,Citi Open
Washington,Hard,7/22/2016,Citi Open
Washington,Hard,7/23/2016,Citi Open
Washington,Hard,7/24/2016,Citi Open
Toronto,Hard,7/25/2016,Rogers Masters
Toronto,Hard,7/26/2016,Rogers Masters
Toronto,Hard,7/27/2016,Rogers Masters
Toronto,Hard,7/28/2016,Rogers Masters
Toronto,Hard,7/29/2016,Rogers Masters
Toronto,Hard,7/30/2016,Rogers Masters
Toronto,Hard,7/31/2016,Rogers Masters
Atlanta,Hard,8/1/2016,BB&T Atlanta Open
Atlanta,Hard,8/2/2016,BB&T Atlanta Open
Atlanta,Hard,8/3/2016,BB&T Atlanta Open
Atlanta,Hard,8/4/2016,BB&T Atlanta Open
Atlanta,Hard,8/5/2016,BB&T Atlanta Open
Atlanta,Hard,8/6/2016,BB&T Atlanta Open
Atlanta,Hard,8/7/2016,BB&T Atlanta Open
Los Cabos,Hard,8/10/2016,Abierto Mexicano Mifel
Los Cabos,Hard,8/11/2016,Abierto Mexicano Mifel
Los Cabos,Hard,8/12/2016,Abierto Mexicano Mifel
Los Cabos,Hard,8/13/2016,Abierto Mexicano Mifel
Los Cabos,Hard,8/14/2016,Abierto Mexicano Mifel
Cincinnati,Hard,8/15/2016,Western & Southern Financial Group Masters
Cincinnati,Hard,8/16/2016,Western & Southern Financial Group Masters
Cincinnati,Hard,8/17/2016,Western & Southern Financial Group Masters
Cincinnati,Hard,8/18/2016,Western & Southern Financial Group Masters
Cincinnati,Hard,8/19/2016,Western & Southern Financial Group Masters
Cincinnati,Hard,8/20/2016,Western & Southern Financial Group Masters
Cincinnati,Hard,8/21/2016,Western & Southern Financial Group Masters
Winston-Salem,Hard,8/21/2016,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/22/2016,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/23/2016,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/24/2016,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/25/2016,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/26/2016,Winston-Salem Open at Wake Forest University
Winston-Salem,Hard,8/27/2016,Winston-Salem Open at Wake Forest University
New York,Hard,8/29/2016,US Open
New York,Hard,8/30/2016,US Open
New York,Hard,8/31/2016,US Open
New York,Hard,9/1/2016,US Open
New York,Hard,9/2/2016,US Open
New York,Hard,9/3/2016,US Open
New York,Hard,9/4/2016,US Open
New York,Hard,9/5/2016,US Open
New York,Hard,9/6/2016,US Open
New York,Hard,9/7/2016,US Open
New York,Hard,9/8/2016,US Open
New York,Hard,9/9/2016,US Open
New York,Hard,9/11/2016,US Open
Metz,Hard,9/19/2016,Open de Moselle
Metz,Hard,9/20/2016,Open de Moselle
Metz,Hard,9/21/2016,Open de Moselle
Metz,Hard,9/22/2016,Open de Moselle
Metz,Hard,9/23/2016,Open de Moselle
Metz,Hard,9/24/2016,Open de Moselle
Metz,Hard,9/25/2016,Open de Moselle
St. Petersburg,Hard,9/19/2016,St. Petersburg Open
St. Petersburg,Hard,9/20/2016,St. Petersburg Open
St. Petersburg,Hard,9/21/2016,St. Petersburg Open
St. Petersburg,Hard,9/22/2016,St. Petersburg Open
St. Petersburg,Hard,9/23/2016,St. Petersburg Open
St. Petersburg,Hard,9/24/2016,St. Petersburg Open
St. Petersburg,Hard,9/25/2016,St. Petersburg Open
Chengdu,Hard,9/26/2016,Chengdu Open
Chengdu,Hard,9/27/2016,Chengdu Open
Chengdu,Hard,9/28/2016,Chengdu Open
Chengdu,Hard,9/29/2016,Chengdu Open
Chengdu,Hard,9/30/2016,Chengdu Open
Chengdu,Hard,10/1/2016,Chengdu Open
Chengdu,Hard,10/2/2016,Chengdu Open
Shenzhen ,Hard,9/26/2016,Shenzhen Open
Shenzhen ,Hard,9/27/2016,Shenzhen Open
Shenzhen ,Hard,9/28/2016,Shenzhen Open
Shenzhen ,Hard,9/29/2016,Shenzhen Open
Shenzhen ,Hard,9/30/2016,Shenzhen Open
Shenzhen ,Hard,10/1/2016,Shenzhen Open
Shenzhen ,Hard,10/2/2016,Shenzhen Open
Beijing,Hard,10/3/2016,China Open
Beijing,Hard,10/4/2016,China Open
Beijing,Hard,10/5/2016,China Open
Beijing,Hard,10/6/2016,China Open
Beijing,Hard,10/7/2016,China Open
Beijing,Hard,10/8/2016,China Open
Beijing,Hard,10/9/2016,China Open
Tokyo,Hard,10/3/2016,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/4/2016,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/5/2016,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/6/2016,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/7/2016,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/8/2016,Rakuten Japan Open Tennis Championships
Tokyo,Hard,10/9/2016,Rakuten Japan Open Tennis Championships
Shanghai,Hard,10/9/2016,Shanghai Masters
Shanghai,Hard,10/10/2016,Shanghai Masters
Shanghai,Hard,10/11/2016,Shanghai Masters
Shanghai,Hard,10/12/2016,Shanghai Masters
Shanghai,Hard,10/13/2016,Shanghai Masters
Shanghai,Hard,10/14/2016,Shanghai Masters
Shanghai,Hard,10/15/2016,Shanghai Masters
Shanghai,Hard,10/16/2016,Shanghai Masters
Antwerp,Hard,10/17/2016,European Open
Antwerp,Hard,10/18/2016,European Open
Antwerp,Hard,10/19/2016,European Open
Antwerp,Hard,10/20/2016,European Open
Antwerp,Hard,10/21/2016,European Open
Antwerp,Hard,10/22/2016,European Open
Antwerp,Hard,10/23/2016,European Open
Moscow,Hard,10/17/2016,Kremlin Cup
Moscow,Hard,10/18/2016,Kremlin Cup
Moscow,Hard,10/19/2016,Kremlin Cup
Moscow,Hard,10/20/2016,Kremlin Cup
Moscow,Hard,10/21/2016,Kremlin Cup
Moscow,Hard,10/22/2016,Kremlin Cup
Moscow,Hard,10/23/2016,Kremlin Cup
Stockholm,Hard,10/17/2016,Stockholm Open
Stockholm,Hard,10/18/2016,Stockholm Open
Stockholm,Hard,10/19/2016,Stockholm Open
Stockholm,Hard,10/20/2016,Stockholm Open
Stockholm,Hard,10/21/2016,Stockholm Open
Stockholm,Hard,10/22/2016,Stockholm Open
Stockholm,Hard,10/23/2016,Stockholm Open
Basel,Hard,10/24/2016,Swiss Indoors
Basel,Hard,10/25/2016,Swiss Indoors
Basel,Hard,10/26/2016,Swiss Indoors
Basel,Hard,10/27/2016,Swiss Indoors
Basel,Hard,10/28/2016,Swiss Indoors
Basel,Hard,10/29/2016,Swiss Indoors
Basel,Hard,10/30/2016,Swiss Indoors
Vienna,Hard,10/24/2016,Erste Bank Open
Vienna,Hard,10/25/2016,Erste Bank Open
Vienna,Hard,10/26/2016,Erste Bank Open
Vienna,Hard,10/27/2016,Erste Bank Open
Vienna,Hard,10/28/2016,Erste Bank Open
Vienna,Hard,10/29/2016,Erste Bank Open
Vienna,Hard,10/30/2016,Erste Bank Open
Paris,Hard,10/31/2016,BNP Paribas Masters
Paris,Hard,11/1/2016,BNP Paribas Masters
Paris,Hard,11/2/2016,BNP Paribas Masters
Paris,Hard,11/3/2016,BNP Paribas Masters
Paris,Hard,11/4/2016,BNP Paribas Masters
Paris,Hard,11/5/2016,BNP Paribas Masters
Paris,Hard,11/6/2016,BNP Paribas Masters
London,Hard,11/13/2016,Masters Cup
London,Hard,11/14/2016,Masters Cup
London,Hard,11/15/2016,Masters Cup
London,Hard,11/16/2016,Masters Cup
London,Hard,11/17/2016,Masters Cup
London,Hard,11/18/2016,Masters Cup
London,Hard,11/19/2016,Masters Cup
London,Hard,11/20/2016,Masters Cup
Brisbane,Hard,1/1/2017,Brisbane International
Brisbane,Hard,1/2/2017,Brisbane International
Brisbane,Hard,1/3/2017,Brisbane International
Brisbane,Hard,1/4/2017,Brisbane International
Brisbane,Hard,1/5/2017,Brisbane International
Brisbane,Hard,1/6/2017,Brisbane International
Brisbane,Hard,1/7/2017,Brisbane International
Brisbane,Hard,1/8/2017,Brisbane International
Chennai,Hard,1/2/2017,Chennai Open
